,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,ict,ict_pred
390,Andrew Surman,2,5,3330,3,8,110,123.8,165.59144638560315
391,Jason Puncheon,0,4,2193,4,5,65,149.8,110.69067058289404
392,Pape Souaré,0,0,270,2,0,6,9.7,8.025520379602469
393,Jürgen Locadia,1,1,221,5,1,16,15.8,23.80648736666308
394,Danny Welbeck,8,5,2072,5,7,126,171.0,177.93813483249704
395,Wilfred Ndidi,2,6,3201,3,8,109,141.1,171.18060133979492
396,Simon Mignolet,0,0,2160,1,5,90,39.6,57.81941310586234
397,Aaron Lennon,0,3,1417,4,5,59,55.3,76.69700786613242
398,Jon Flanagan,0,0,360,2,1,9,8.0,10.888838408605679
399,N'Golo Kanté,3,3,6852,3,33,209,311.5,301.4034487497061
400,Javier Manquillo,0,0,758,2,1,18,18.7,22.950167676150052
401,Andreas Christensen,0,0,1527,2,8,72,47.9,50.87154361045823
402,James McCarthy,1,1,613,3,0,23,28.6,34.04627487876511
403,Shkodran Mustafi,0,1,1014,2,3,36,42.4,39.09813447999927
404,Dimitri Payet,2,8,1513,4,4,81,202.6,131.22905461834205
405,Charlie Daniels,5,4,5202,2,15,206,244.1,233.70985041650607
406,Jay Fulton,0,0,707,3,3,20,18.7,27.773342226792096
407,Ruben Loftus-Cheek,1,4,1364,3,3,59,95.1,82.72267455932412
408,Dominic Calvert-Lewin,4,6,1895,5,6,85,114.3,155.31569790557535
409,Charlie Austin,7,1,1012,5,6,75,109.1,101.46818614263138
410,Leon Britton,0,0,1432,3,8,41,22.8,61.239408649555074
411,Arthur Masuaku,0,1,526,2,1,11,19.3,23.615247171712994
412,Andy Carroll,7,2,1652,5,6,73,139.9,129.05683413045128
413,Ben Gibson,1,1,3240,2,11,120,106.8,112.93051120662079
414,Christian Fuchs,2,5,4003,2,11,140,182.0,178.41810529748852
415,Aaron Ramsey,7,12,2792,3,12,165,268.5,266.4681205355506
416,Jamie Vardy,30,10,5689,5,15,320,417.1,464.54157852173597
417,Ademola Lookman,1,1,442,4,1,26,33.6,31.53322595669342
418,Jordan Henderson,2,5,4195,3,20,148,211.0,223.6941533790884
419,Moussa Sissoko,1,4,2004,3,10,88,136.2,119.44199025769134
420,Dodi Lukebakio,0,0,15,4,0,1,3.6,2.8143244783030177
421,Nathaniel Clyne,0,2,1440,2,4,63,77.3,59.99512319915212
422,Steve Cook,2,0,1710,2,6,69,87.4,71.07225007271578
423,Anthony Martial,22,15,4394,4,22,323,460.7,515.6523218414418
424,Stewart Downing,0,1,450,3,1,19,30.1,21.831462873757626
425,Leander Dendoncker,0,0,9,3,0,1,0.1,1.2627531313607108
426,Stephen Ward,2,1,3320,2,8,100,125.8,119.32788082537431
427,Jason Puncheon,0,6,3642,4,7,102,212.9,191.85671757383903
428,Lys Mousset,2,1,792,5,2,49,56.2,51.926523668475085
429,Pedro Obiang,3,3,4106,3,10,136,136.6,180.81910602747294
430,Shane Duffy,5,4,6289,2,17,215,307.1,265.94467600699505
431,Jordan Rhodes,0,0,211,5,0,8,15.4,9.438851132381746
432,Eric Dier,0,0,235,3,1,8,10.5,10.095011349731486
433,Chris Brunt,3,11,4214,3,12,179,265.9,262.3506648381379
434,Zlatan Ibrahimovic,4,1,900,5,4,54,123.4,71.14936014956135
435,Yohan Cabaye,4,7,3935,3,12,148,279.7,229.3032017115272
436,Jeffrey Schlupp,0,2,2699,3,6,86,98.9,98.4475303364729
437,Victor Lindelöf,0,0,743,2,3,27,19.5,23.515035636460382
438,Peter Crouch,9,3,1475,5,4,95,147.8,141.1897677109151
439,Rickie Lambert,0,0,13,5,0,1,5.5,2.213504727266674
440,Roberto Firmino,17,15,4302,5,19,273,492.8,457.4003706513959
441,Daniel Amartey,1,1,2159,3,7,66,66.2,88.49026972480497
442,Philipp Wollscheid,0,0,180,2,0,1,5.0,5.0205368499859
443,Bacary Sagna,0,1,1292,2,6,54,40.8,49.22440138969414
444,Mathew Ryan,0,0,3150,1,9,142,81.3,77.72933431783694
445,Jason Denayer,0,0,1878,2,6,56,43.7,55.93101784150909
446,Joe Ralls,0,0,270,3,2,10,18.3,13.798092530027567
447,Georginio Wijnaldum,7,10,4290,3,20,197,264.1,325.9504525691987
448,George Friend,0,1,630,2,0,21,31.6,27.485451095403867
449,Ashley Westwood,0,0,676,3,1,24,15.6,21.64808590035468
450,Paulo Gazzaniga,0,0,90,1,1,9,2.7,-4.82633067365324
451,Marc Albrighton,5,15,5377,3,17,224,343.8,363.03659644532735
452,Sol Bamba,2,1,1260,2,2,53,62.5,65.89368474680435
453,Craig Dawson,6,0,4976,2,11,163,222.5,187.4916900858158
454,Tim Ream,0,0,824,2,2,21,15.4,25.226903810039495
455,Eden Hazard,24,13,4323,4,25,338,536.0,495.0956092018349
456,Jan Bednarek,1,0,507,2,2,24,17.1,25.072980718816858
457,Ainsley Maitland-Niles,0,0,2,3,0,1,0.2,1.0570469532388218
458,Kevin Wimmer,0,0,180,2,0,0,2.9,5.0205368499859
459,Willian Borges Da Silva,15,13,3812,4,19,275,457.5,410.8438745020421
460,Joel Asoro,0,0,10,5,0,1,0.2,2.1069794944934976
461,Alfie Mawson,4,0,2070,2,5,79,88.0,96.75945732430256
462,Maarten Stekelenburg,0,0,1683,1,4,68,35.1,46.32520289733402
463,Jan Kirchhoff,0,1,433,3,0,12,10.9,19.479873958632467
464,Tom Cairney,0,1,1252,3,3,39,59.3,47.748527832674284
465,Andy King,3,1,2390,3,2,83,93.0,108.03825846354479
466,Artur Boruc,0,0,3150,1,9,120,82.4,77.72933431783694
467,Mohamed Diamé,2,0,3860,3,12,115,132.2,137.64671451845902
468,Laurent Depoitre,5,2,1521,5,4,78,79.6,108.59868322003564
469,André Schürrle,6,0,1638,4,2,75,114.0,103.53976482393946
470,Dusan Tadic,4,7,3145,4,17,134,307.0,240.71944804941467
471,Christian Fuchs,1,2,1618,2,4,52,86.4,75.25759810783069
472,Moussa Sissoko,1,6,4289,3,19,167,230.0,221.4350296952319
473,Pierre-Emerick Aubameyang,27,10,3254,5,10,255,355.2,377.77994229573756
474,Mark Noble,0,0,270,3,1,8,8.0,11.045264526818105
475,Jan Kirchhoff,0,1,433,3,0,12,10.9,19.479873958632467
476,Erik Lamela,7,7,1983,4,11,132,215.6,200.16253426699126
477,Sam Byram,0,1,1249,2,3,29,39.4,45.777952012188486
478,Alisson Ramses Becker,0,0,1710,1,12,100,36.4,15.476790059574498
479,Jordan Rhodes,0,0,211,5,0,8,15.4,9.438851132381746
480,Ben Woodburn,0,0,39,4,0,3,4.7,3.511331646330392
481,N'Golo Kanté,1,1,2958,3,13,79,112.7,125.4843989714688
482,Paulo Gazzaniga,0,0,90,1,1,12,2.7,-4.82633067365324
483,Andros Townsend,3,9,3821,4,9,156,275.0,246.3998853255872
484,Danny Williams,0,0,1208,3,1,34,29.0,35.62570038581947
485,George Friend,0,1,360,2,0,9,21.5,18.424055528043194
486,Erik Lamela,1,2,737,4,5,39,85.4,58.41706763695318
487,Juan Mata,7,3,2060,4,16,128,217.5,183.226910682825
488,Lynden Gooch,0,0,323,4,1,10,14.5,13.903530270731828
489,Steven Davis,0,2,1820,3,6,55,92.8,76.93632810764716
490,Danny Welbeck,8,5,2072,5,7,126,171.0,177.93813483249704
491,Dominic Calvert-Lewin,5,8,2187,5,6,105,143.6,191.89311705532918
492,Nathan Aké,6,0,1488,2,6,107,106.6,101.60562677750656
493,Craig Dawson,4,0,4356,2,10,150,190.1,153.80651283007455
494,Maarten Stekelenburg,0,0,540,1,2,20,7.5,11.467280673103012
495,Eden Hazard,9,4,1515,4,10,120,179.4,174.64116339662914
496,Jake Livermore,1,1,2318,3,4,63,99.2,86.60816072988419
497,Modou Barrow,0,1,377,4,1,13,30.6,21.575365817662888
498,Andreas Christensen,0,0,2337,2,9,87,70.3,71.63993335496917
499,Isaac Success,1,1,519,4,1,28,46.8,33.92004253174069
500,Miguel Britos,0,0,1343,2,3,29,44.3,39.570415727432135
501,Oliver Burke,0,1,244,4,0,21,16.2,15.417326755743549
502,Aaron Cresswell,0,1,1244,2,4,39,41.2,46.26304315775481
503,Toby Alderweireld,1,0,3778,2,19,163,145.4,131.9935567228751
504,Nacho Monreal,6,8,6984,2,26,314,300.4,350.30896557295915
505,Philip Billing,0,0,755,3,3,24,19.3,28.890584038207436
506,Kelechi Iheanacho,4,9,1650,5,2,102,125.3,168.2557343082588
507,Romelu Lukaku,24,6,2816,5,11,207,313.9,335.81600609864404
508,Nordin Amrabat,0,3,1403,4,2,46,81.6,72.26207006553858
509,Jacob Murphy,0,0,70,4,0,4,3.3,4.412471037519676
510,James Tomkins,3,0,1222,2,2,42,51.6,64.98123973773191
511,Tom Heaton,0,0,3635,1,11,169,114.6,88.3185626565901
512,Rolando Aarons,0,0,136,4,0,5,4.6,6.33617667391132
513,Jeff Hendrick,4,3,4927,3,18,161,171.3,231.60051999925741
514,Pedro Obiang,2,2,2677,3,7,87,82.5,118.56081810766968
515,Dejan Lovren,5,3,5490,2,27,272,236.6,242.49031897228093
516,John Stones,0,0,1074,2,1,24,29.6,31.658182351439407
517,Craig Cathcart,1,1,3088,2,6,88,95.2,103.18348501813016
518,Winston Reid,2,3,1967,2,6,83,85.6,105.24536048219615
519,Roberto Firmino,29,22,6909,5,38,423,760.3,779.5210178451521
520,Dan Gosling,5,3,4899,3,9,157,221.1,231.10774285755753
521,Marcus Rashford,11,8,3162,5,15,165,293.8,293.20192799185486
522,Aaron Ramsey,11,20,4131,3,19,262,401.0,429.9782763884405
523,Gökhan Töre,0,1,240,4,1,10,14.6,17.422531069822277
524,Patrick van Aanholt,11,3,5490,2,14,231,309.9,277.75312955797955
525,Aymeric Laporte,2,1,3052,2,15,148,115.4,125.51189430722533
526,Wayne Rooney,15,8,3167,5,10,177,287.9,293.21997886477703
527,Virgil van Dijk,1,0,2845,2,8,102,129.7,89.14925867374106
528,Gareth McAuley,6,1,3308,2,7,135,139.0,155.07515100370233
529,Eric Dier,2,0,3839,3,21,118,153.1,168.5682238483052
530,Nathan Redmond,1,0,90,4,0,12,15.9,13.095652149246618
531,Mario Lemina,0,0,217,3,2,10,10.4,12.360658790288383
532,Phil Jagielka,4,3,4547,2,14,184,187.7,196.72920225362802
533,Kevin De Bruyne,15,40,6325,4,32,432,742.1,751.049931987744
534,Jack Butland,0,0,900,1,3,40,27.3,22.283713651745558
535,Mikel Merino,1,1,1137,3,3,40,66.0,54.19339846915803
536,Danny Rose,2,3,1800,2,10,97,119.1,99.17291692845238
537,Aiden O'Neill,0,0,85,3,0,3,2.1,3.4728187609787913
538,Christopher Schindler,0,2,2036,2,6,67,79.0,77.21705218027103
539,Wes Morgan,1,1,6277,2,14,155,189.6,215.93190745782914
540,Chung-yong Lee,0,1,193,4,2,14,17.2,18.94026889771125
541,Maxime Le Marchand,0,1,1035,2,0,15,39.4,40.088761164283554
542,Emerson Palmieri dos Santos,0,1,291,2,1,16,14.2,15.323116147086772
543,Ryan Sessegnon,0,1,180,3,0,8,15.3,11.654280858059849
544,James Milner,7,7,4710,3,18,213,354.3,301.4412658974962
545,Marcus Rashford,22,15,5662,5,23,306,515.7,567.9255524347684
546,Marcos Alonso,9,5,3808,2,20,245,226.8,241.3951775031823
547,Daley Blind,0,2,810,2,4,46,48.4,39.69173743634661
548,Ahmed Musa,2,0,761,5,1,39,47.7,43.531187009085954
549,Alex Oxlade-Chamberlain,2,5,1356,3,3,70,122.3,98.96046569874161
550,Fraser Forster,0,0,5220,1,18,207,105.3,128.91895366399177
551,Cheikhou Kouyaté,2,1,3237,3,12,101,94.4,135.96103083983422
552,Fabian Delph,2,2,2120,3,8,82,90.4,109.21926486076177
553,Billy Jones,1,0,2180,2,5,56,112.2,70.68828771995649
554,Harvey Barnes,0,2,541,4,0,27,52.0,31.941644993469886
555,Tom Ince,2,1,2390,4,7,82,134.8,106.07534959613196
556,Ramiro Funes Mori,0,1,1543,2,7,69,54.0,57.39572967626944
557,Leon Britton,0,0,802,3,2,20,15.1,27.130489426610623
558,Romain Saïss,1,0,522,3,1,22,28.5,26.7886099165649
559,Adam Masina,0,1,354,2,2,21,14.4,17.121498615450296
560,Benik Afobe,6,6,1832,5,5,107,147.7,161.45674174834284
561,Will Hughes,3,4,1627,3,6,81,106.0,115.8294894423426
562,Kevin Mirallas,4,8,2209,4,11,124,193.3,195.02195781940478
563,Mohamed Diamé,0,0,235,3,0,11,12.2,7.729907313324018
564,Mohamed Salah,28,11,2379,4,12,273,382.6,421.7753783399938
565,Ben Davies,3,10,5417,2,24,277,316.6,285.0406923505681
566,Ruben Loftus-Cheek,5,5,2337,3,7,120,173.0,165.87278560303793
567,Memphis Depay,0,0,24,5,0,3,0.7,2.604776129054329
568,Harrison Reed,0,0,64,3,0,3,1.3,2.8662267451705423
569,Andros Townsend,4,12,4408,4,11,188,327.1,306.89749650835563
570,Christian Kabasele,4,0,4231,2,10,132,168.4,150.35207045738943
571,Nathaniel Chalobah,0,1,79,3,0,10,6.5,8.424854374304221
572,Wilfried Bony,2,0,684,5,3,29,49.0,40.12936956807064
573,Phil Jones,0,0,2416,2,13,114,78.1,81.2075456745684
574,Orestis Karnezis,0,0,481,1,2,30,11.2,8.80231304366814
575,Divock Origi,7,4,1478,5,7,97,116.1,141.17391258014436
576,Robert Kenedy Nunes do Nascimento,0,0,16,3,0,1,0.1,1.4680796000716834
577,James Tarkowski,0,0,2458,2,10,96,106.1,76.40711684655261
578,Raúl Jiménez,9,7,2121,5,7,131,208.3,200.94469352928922
579,Mark Noble,0,0,716,3,3,19,27.2,27.98376542374377
580,Cristhian Stuani,2,0,260,5,1,19,17.4,25.190970968993636
581,Jordy Clasie,0,1,848,3,1,25,27.3,33.19436150036687
582,Jesse Lingard,8,7,2435,4,12,153,232.1,229.17722579538577
583,Benik Afobe,6,5,1373,5,5,87,122.3,133.55379132589408
584,Odion Ighalo,0,0,170,5,0,5,2.8,7.908543072296194
585,Giannelli Imbula,0,1,790,3,2,23,22.0,33.56183837950998
586,Nathaniel Clyne,0,2,3496,2,13,136,161.1,121.38110154807691
587,Lys Mousset,0,1,377,5,2,21,20.3,23.280545733794654
588,Tom Carroll,1,2,1029,3,3,44,48.2,58.39440278853093
589,Papy Djilobodji,0,0,1577,2,2,24,63.8,44.8686709397403
590,Álvaro Arbeloa,0,0,258,2,0,0,7.3,7.630686964531305
591,Michael Kightly,0,0,104,4,0,6,1.5,5.402412731993001
592,Wilfried Zaha,11,14,4805,4,13,221,383.7,386.7147314173722
593,Kasper Schmeichel,0,0,3746,1,11,159,106.5,91.07990170442525
594,Daniel Sturridge,7,6,1554,5,7,107,183.3,158.77206793809302
595,Matthew Lowton,0,2,3060,2,9,89,127.7,104.40155066115871
596,Dwight McNeil,0,0,80,4,0,2,6.2,4.703431680893525
597,Willian Borges Da Silva,2,0,471,4,2,29,64.5,37.199127376077634
598,Michy Batshuayi,7,2,605,5,1,73,76.4,84.63766338690263
599,Maarten Stekelenburg,0,0,1683,1,4,68,35.1,46.32520289733402
600,James Collins,1,0,845,2,2,32,37.1,35.39958917567028
601,Juan Mata,1,0,74,4,0,10,11.0,12.62212366237474
602,Daniel Amartey,0,1,1017,3,2,37,30.3,39.59590036254533
603,Kyle Walker,1,6,3594,2,21,192,150.4,163.5609721183436
604,Davide Zappacosta,1,1,1093,2,5,59,84.8,51.88700290307512
605,Dean Marney,1,2,1764,3,5,51,40.5,82.440553457911
606,Harry Arter,2,4,4585,3,14,124,181.3,200.35216745461963
607,Sam Field,1,0,713,3,5,28,27.6,43.30314497655327
608,Winston Reid,1,3,1067,2,3,48,53.6,66.74219492926045
609,Kyle Naughton,0,0,720,2,1,22,45.1,21.863749889241916
610,Victor Moses,2,1,581,4,6,46,57.0,59.90597772333476
611,Jack Simpson,0,0,71,2,0,1,0.6,1.2355525971243022
612,Nathaniel Clyne,0,2,1620,2,5,71,88.4,65.56518901764701
613,Lazar Markovic,0,0,45,4,0,1,2.3,3.6856603239322556
614,Roque Mesa,0,0,132,3,0,4,4.3,4.820144800813731
615,Gabriel Fernando de Jesus,14,7,1955,5,9,141,257.3,229.5162531948426
616,Junior Stanislas,12,9,2752,4,6,182,253.1,259.3644213753065
617,Christian Eriksen,11,23,4262,4,23,287,502.9,488.7987944042082
618,Mohamed Elneny,0,2,1711,3,6,52,84.2,74.46776933554895
619,Matt Ritchie,0,7,1572,3,3,64,111.8,103.05261289148311
620,Heurelho Gomes,0,0,2977,1,7,108,72.2,75.80121131163435
621,Marouane Fellaini,1,0,1618,3,10,50,91.2,81.4262463222799
622,James Ward-Prowse,7,9,3674,3,11,178,297.5,268.5014236588641
623,Callum Paterson,4,2,1993,3,5,80,111.7,116.47321143954926
624,Marcus Bettinelli,0,0,630,1,0,15,19.4,24.161683111942708
625,Darron Gibson,0,0,499,3,1,14,10.9,17.093118666613407
626,Alberto Moreno,0,2,1569,2,6,67,79.2,64.87344982528246
627,Philippe Coutinho,15,9,2642,4,9,201,365.1,293.51863763922
628,Willy Caballero,0,0,270,1,1,11,5.5,4.1021210212309605
629,Morgan Schneiderlin,0,0,6,3,0,2,0.1,1.1746401459747062
630,Joel Ward,0,2,4631,2,9,113,143.8,150.40534381318287
631,Dejan Lovren,5,2,5307,2,27,270,234.2,224.48268510167776
632,Heurelho Gomes,0,0,3967,1,10,140,95.4,97.5802933854733
633,Danny Rose,2,3,1978,2,10,98,124.2,106.12789985534583
634,Hugo Lloris,0,0,664,1,4,38,16.5,7.32001637396079
635,Sam McQueen,0,1,742,2,2,35,27.4,30.53703245783698
636,Callum Wilson,13,3,2669,5,10,142,191.2,223.56634283424788
637,Danilo Luiz da Silva,2,1,1041,2,7,73,52.5,58.20794101840723
638,Leander Dendoncker,1,0,908,3,2,31,45.0,38.89570705859336
639,Wahbi Khazri,0,0,456,4,1,14,26.2,17.536989740914045
640,Jorge Luiz Frello Filho,1,0,450,3,2,21,22.6,27.442476067437255
641,Pedro Obiang,0,0,182,3,1,7,7.0,8.639156848200784
642,Mason Holgate,0,1,270,2,1,16,12.3,14.541814791234493
643,Morgan Schneiderlin,1,1,3759,3,14,113,122.3,142.29159207644364
644,Pedro Rodríguez Ledesma,0,2,192,4,1,28,17.9,21.427997299471222
645,Fernando Llorente,1,0,350,5,1,40,34.7,21.04479922250985
646,Paul Dummett,0,0,1332,2,4,44,37.9,40.36498942128794
647,Kieran Gibbs,0,1,634,2,5,45,41.6,26.406938798210078
648,Nampalys Mendy,0,0,269,3,1,6,4.0,11.018229986137822
649,Sead Kolasinac,1,4,1656,2,7,86,96.6,93.42924614467506
650,Emre Can,0,0,134,3,1,8,8.2,7.301376303341911
651,Jack Simpson,0,0,156,2,0,6,2.6,4.201441865705908
652,Nathaniel Mendez-Laing,0,0,83,4,0,4,4.4,4.790750041998903
653,José Holebas,5,15,7631,2,18,252,405.9,371.32754614772404
654,Jeff Hendrick,2,0,1271,3,3,39,44.0,59.15253377791963
655,James Tarkowski,0,0,19,2,0,0,0.4,-0.6317627827121228
656,Jordon Ibe,0,0,1211,4,3,46,71.8,41.53207762723453
657,Ashley Barnes,26,6,6141,5,18,290,453.0,448.11699662488587
658,Isaac Hayden,0,0,165,3,0,6,4.6,5.758333495816487
659,Jonathan Walters,0,1,276,4,0,12,9.4,16.465001226720126
660,Jason Puncheon,0,6,3667,4,7,103,213.8,193.23755449707483
661,Bakary Sako,3,0,608,4,1,43,55.6,46.887819782720015
662,Kasper Schmeichel,0,0,8331,1,23,324,203.2,269.77978969212614
663,Petr Cech,0,0,3367,1,12,146,91.6,80.91132623911746
664,Elias Kachunga,0,1,663,4,4,23,23.6,38.33458986795665
665,Adam Federici,0,0,180,1,1,8,3.5,-0.26300420964686033
666,Jordan Pickford,0,0,1440,1,2,57,51.9,44.58988263192737
667,Harry Arter,2,4,3915,3,12,111,164.6,179.1762454937582
668,Jason Puncheon,0,3,706,4,0,27,67.2,45.02530339325906
669,Antonio Valencia,4,4,5314,2,28,273,273.4,229.44034284160335
670,DeAndre Yedlin,0,2,2549,2,6,80,78.3,89.53732251664765
671,Paulo Gazzaniga,0,0,90,1,1,9,2.7,-4.82633067365324
672,Ainsley Maitland-Niles,0,0,944,3,3,27,40.1,33.19612036886177
673,Craig Dawson,4,0,3276,2,6,108,147.9,124.22223559541408
674,Rekeem Harper,0,0,20,3,0,1,2.7,1.5852405763585065
675,Gareth McAuley,1,0,720,2,2,37,30.6,31.747094391029748
676,Phil Jagielka,3,3,2963,2,7,119,131.9,141.50002467131435
677,Kevin De Bruyne,4,12,1895,4,6,123,229.4,191.67383476836292
678,Mohamed Elneny,0,2,1559,3,6,48,73.6,70.98174505854968
679,Robert Huth,2,2,2926,2,9,88,124.9,122.37164638352883
680,Sam McQueen,0,1,758,2,2,37,28.0,31.04520290226037
681,Harry Kane,26,7,2445,5,14,224,315.5,351.7754613070221
682,Mason Holgate,0,1,1552,2,5,59,57.1,55.39454136786083
683,Phil Jones,0,0,2304,2,12,104,75.8,76.9440206668358
684,Olivier Giroud,7,4,508,5,2,70,83.8,89.98776327542383
685,Odion Ighalo,1,1,1291,5,2,39,70.0,65.89386230390312
686,Harvey Barnes,1,3,988,4,1,45,93.6,63.6572194288362
687,Sullay Kaikai,0,0,37,4,0,2,1.1,3.453229831347625
688,Ibrahim Afellay,0,0,446,3,0,17,15.2,13.568595040635103
689,Angelo Ogbonna,0,0,1665,2,4,43,50.4,48.25325026877978
690,Vincent Janssen,1,2,614,5,1,34,55.4,47.16164470798504
691,Jamie Vardy,34,10,6076,5,15,349,460.2,468.07476893034556
692,Toby Alderweireld,0,0,2061,2,12,100,81.8,70.22626758888882
693,Harry Kane,20,6,2085,5,13,174,254.4,282.40370445431523
694,Max Gradel,0,0,44,4,0,4,4.3,3.656603033786606
695,James Collins,3,0,2702,2,9,104,116.0,107.18483562921685
696,Daniel Ayala,1,0,390,2,2,20,19.4,21.120031607268896
697,Wilfried Zaha,0,0,90,4,0,2,5.7,4.994550651528202
698,Marc Pugh,2,3,2123,4,9,90,127.3,124.93542309176121
699,Marko Arnautovic,16,10,3317,5,8,203,349.4,305.0643298636612
700,Kyle Naughton,0,0,940,2,2,23,55.4,28.425136730839895
701,Ayoze Pérez,0,1,614,5,2,24,33.4,31.55112461599738
702,Ola Aina,0,0,9,2,0,1,0.2,-0.9957004142355013
703,Morgan Schneiderlin,0,0,40,3,0,5,0.9,2.1692464573158468
704,Kelechi Iheanacho,4,9,1664,5,2,105,126.0,169.14061041820932
705,Christian Kabasele,4,0,2810,2,6,93,113.0,113.50357188473987
706,Winston Reid,2,3,4039,2,14,144,147.6,165.15576512806828
707,Jordon Ibe,0,2,1362,4,3,52,86.5,62.77546133585696
708,Yan Valery,0,0,894,2,1,23,26.3,26.758339656572034
709,Gaël Clichy,0,0,259,2,1,10,9.8,7.527905560530744
710,Eric Dier,4,2,6982,3,36,217,282.1,295.85238551983053
711,Aaron Ramsey,0,1,100,3,0,8,8.3,9.102716832129637
712,Joel Matip,2,0,4452,2,18,178,186.1,154.95122639157847
713,Ashley Barnes,17,4,4391,5,13,206,303.6,319.0342016456445
714,Daniel Amartey,1,1,1641,3,4,53,54.7,68.88705408881114
715,Matt Targett,0,1,556,2,1,18,27.5,24.620095758373914
716,Darren Fletcher,1,1,1444,3,5,48,38.8,67.05750002375746
717,Pape Souaré,0,0,279,2,0,8,9.9,8.320516385372477
718,Matt Ritchie,0,0,90,3,0,2,2.4,3.6168129796325523
719,Joe Allen,5,3,1888,3,5,94,132.2,131.83808784252832
720,Martín Montoya,0,1,1980,2,3,42,75.4,64.96885977605787
721,Alex Oxlade-Chamberlain,1,1,361,3,1,22,36.1,28.171395891224087
722,Sergio Agüero,46,15,4875,5,24,396,716.8,702.7956532951127
723,Joel Ward,0,2,5131,2,11,129,160.4,165.48644977611437
724,Yves Bissouma,0,0,861,3,0,21,32.8,25.063125813208657
725,Omar Elabdellaoui,0,0,525,2,1,14,11.9,16.091655510316972
726,Cédric Soares,0,1,1727,2,7,75,100.2,62.3329428793696
727,Andy King,1,0,1093,3,1,32,43.6,41.67293807360839
728,Sebastian Larsson,0,2,1288,3,3,35,65.3,56.245387309036225
729,Alex Iwobi,3,5,1411,4,9,87,129.5,128.9831054102474
730,Ben Woodburn,0,0,86,4,0,5,5.4,4.878083071338224
731,Ethan Ampadu,0,0,10,2,0,1,0.7,-0.9592349953018111
732,Matt Targett,0,1,700,2,1,19,39.9,29.30054704953261
733,Pedro Rodríguez Ledesma,10,11,2451,4,17,194,222.7,274.56852751153406
734,Harry Winks,1,2,1262,3,4,61,65.9,67.1899525749952
735,Sullay Kaikai,0,0,37,4,0,2,1.1,3.453229831347625
736,Josh Murphy,3,1,1544,4,6,68,91.9,91.77580879139316
737,Aaron Wan-Bissaka,0,2,3041,2,11,111,127.8,107.77530448944295
738,Idrissa Gueye,3,4,7032,3,23,206,280.1,303.4048937667961
739,Patrick van Aanholt,5,1,2671,2,5,101,167.0,130.77925680264502
740,Phil Bardsley,0,0,1305,2,4,34,43.4,39.6985832588838
741,Danny Williams,0,0,1198,3,1,32,27.6,35.34955937136587
742,Eliaquim Mangala,0,0,19,2,0,1,0.5,-0.6317627827121228
743,Yoshinori Muto,0,0,65,5,0,6,5.4,4.0728530215129926
744,Andy King,1,0,1265,3,1,37,48.9,46.33605699482156
745,Mikel Merino,1,1,968,3,2,37,60.8,47.54056757801015
746,Stefano Okaka,5,0,1164,5,3,57,102.1,78.86344621995548
747,Chung-yong Lee,0,1,581,4,2,28,28.1,29.93585563546602
748,Christian Atsu,2,4,1940,4,6,84,120.7,119.53217074232629
749,Jonas Lössl,0,1,4487,1,13,175,115.7,118.90600916775367
750,Adam Lallana,8,7,2575,4,10,153,246.8,226.10540371113115
751,Chung-yong Lee,0,1,192,4,2,14,17.1,18.91152780124949
752,Bruno Saltor Grau,0,0,1262,2,5,51,29.3,39.87582134788833
753,Jeffrey Schlupp,0,2,2366,3,5,81,85.0,88.28537454999503
754,Erik Lamela,1,1,595,4,4,28,62.2,44.73150436986762
755,Victor Moses,3,3,2736,4,18,120,178.8,181.06580536256558
756,Kurt Zouma,0,0,24,2,0,4,0.9,-0.45038838414386273
757,Jerome Sinclair,0,0,116,5,0,6,3.5,5.921597697952102
758,Yohan Benalouane,0,0,917,2,4,27,23.6,29.36647345414572
759,Daniel Amartey,1,1,1691,3,4,54,57.6,70.08897548029952
760,Emerson Hyndman,0,0,58,3,0,1,1.8,2.692362438234074
761,Matthew Pennington,1,0,66,2,0,8,7.2,10.437499981138878
762,Robert Huth,0,2,2206,2,5,58,85.2,80.61364650914248
763,Rob Holding,0,0,966,2,4,32,37.1,30.764967169600432
764,Marc Pugh,2,3,2303,4,10,96,134.9,132.92895456945223
765,Michael Dawson,3,0,1170,2,0,37,66.8,63.889437152876084
766,Christian Kabasele,2,0,1319,2,3,51,58.4,58.30488789963347
767,Pascal Groß,4,5,1750,4,8,105,142.2,144.35723724700617
768,Glenn Murray,22,0,3867,5,11,206,263.0,282.3269536908902
769,Marcus Rashford,5,4,1865,5,9,89,159.1,146.87649052251146
770,Reece Oxford,0,0,4,2,0,1,0.3,-1.1782675247875294
