player_name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW,club_name,position_index,position,season
Aaron Cresswell,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,103396,0,0,0,0,4,0,0,0,0,0,55,False,0,0,1,West Ham United,2,Left-Back,2018/2019
Aaron Lennon,0,22,0,1,0,6,1,1,17,12.3,0,0,83,0,0,8,1,0,0,3.9,10,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,1,16,0,0,0,0,2,0,1,0,15138,1,2,0,0,0,17,3,0,0,0,50,False,0,0,1,Burnley FC,4,Right Winger,2018/2019
Aaron Mooy,0,51,0,0,0,24,0,2,40,18.2,1,0,199,0,0,4,1,3,0,3.8,20.2,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,6,0,0,0,0,11,0,1,0,192110,1,6,0,3,0,0,2,0,0,0,55,True,0,0,1,Huddersfield Town,3,Central Midfield,2018/2019
Aaron Ramsey,0,11,0,0,0,7,0,0,7,10.8,1,0,14,0,0,1,0,1,0,2.9,9.4,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,53,2,0,13,0,0,0,0,1,0,1,0,60423,0,2,0,2,0,9,1,0,0,0,75,True,0,0,1,Arsenal FC,3,Central Midfield,2018/2019
Aaron Wan-Bissaka,1,29,1,0,3,38,1,11,19,14,2,0,145,0,0,3,0,0,0,6,46,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,9,0,0,0,0,7,0,1,0,652304,2,0,0,2,0,0,12,0,0,0,40,False,0,0,1,Crystal Palace,2,Right-Back,2018/2019
Abdelhamid Sabiri,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,4,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,6,0,0,0,0,0,0,1,0,3471,0,0,0,3,0,0,0,0,0,0,45,True,0,0,1,Huddersfield Town,4,Attacking Midfield,2018/2019
Abdoulaye Doucouré,0,66,0,0,0,16,1,1,55,25.8,1,0,390,0,0,9,1,0,0,3.9,11.6,2,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,3,0,0,0,0,10,0,1,0,108189,1,1,0,0,2,2,3,0,0,0,60,True,0,0,1,Watford FC,3,Central Midfield,2018/2019
Adama Diakhaby,0,5,0,0,0,2,0,0,5,0.3,0,0,471,0,0,4,0,1,0,0.5,4.2,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,19,0,0,6,0,0,0,0,1,0,1,0,2723,1,0,0,3,0,0,1,0,0,0,50,True,0,0,1,Huddersfield Town,5,Centre-Forward,2018/2019
Adama Traoré,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,8,0,0,0,0,0,0,1,0,34187,0,0,0,2,2,0,0,0,0,0,55,True,0,0,1,Wolverhampton Wanderers,4,Right Winger,2018/2019
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,73838,0,0,0,0,4,0,0,0,0,0,70,True,0,0,1,Liverpool FC,4,Attacking Midfield,2018/2019
Adam Masina,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5629,0,0,0,0,2,0,0,0,0,0,45,True,0,0,1,Watford FC,2,Left-Back,2018/2019
Adam Smith,0,42,0,0,0,25,1,5,37,15.5,0,0,29,0,0,2,1,0,0,3.2,16.2,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,5,0,0,0,0,5,0,1,0,21187,0,0,0,0,2,0,6,0,0,0,45,True,0,0,1,AFC Bournemouth,2,Right-Back,2018/2019
Ademola Lookman,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,20,0,0,0,0,0,0,1,0,12390,0,0,0,2,2,0,0,0,0,0,55,False,0,0,1,Everton FC,4,Left Winger,2018/2019
Adrian Mariappa,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,11219,0,0,0,0,2,0,0,0,0,0,45,True,0,0,1,Watford FC,2,Centre-Back,2018/2019
Adrián San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,26929,0,0,0,0,4,0,0,0,0,0,45,False,0,0,1,West Ham United,1,Goalkeeper,2018/2019
Ainsley Maitland-Niles,0,13,0,0,0,7,0,2,11,10.3,2,0,20,0,0,1,1,1,0,2.1,10.8,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,34,0,0,13,0,0,0,0,3,0,1,0,31526,0,0,0,2,0,0,1,0,0,0,45,True,0,0,1,Arsenal FC,3,Right Midfield,2018/2019
Alberto Moreno,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,22078,0,0,0,0,4,0,0,0,0,0,45,True,0,0,1,Liverpool FC,2,Left-Back,2018/2019
Aleksandar Mitrovic,0,15,0,0,0,3,0,1,12,4.2,1,0,480,0,0,3,0,2,0,7.7,7.2,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,7,0,0,0,0,2,0,1,0,294873,2,0,2,2,0,66,2,0,0,0,65,True,0,0,1,Fulham FC,5,Centre-Forward,2018/2019
Alexandre Lacazette,0,7,0,1,0,-4,0,0,6,0.5,0,0,22,0,0,1,2,1,0,0.2,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,36,0,0,13,0,0,0,0,2,0,1,0,200168,0,0,2,2,0,5,1,0,0,0,95,True,0,0,1,Arsenal FC,5,Centre-Forward,2018/2019
Alexis Sánchez,1,37,1,0,0,22,0,1,24,45.9,0,0,295,0,0,6,1,1,0,8.2,13.8,4,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,2,0,11,0,0,0,0,7,0,1,0,474589,3,2,0,1,2,22,5,0,0,0,105,True,0,0,1,Manchester United,4,Left Winger,2018/2019
Alex Iwobi,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,13,0,0,0,0,0,0,1,0,35746,0,0,0,2,0,0,0,0,0,0,55,True,0,0,1,Arsenal FC,4,Left Winger,2018/2019
Alex McCarthy,0,22,0,0,3,34,1,2,10,0,0,0,328,0,0,8,0,0,0,4.6,46,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,4,0,0,0,0,9,0,1,6,31997,0,0,0,0,0,0,11,0,0,0,45,True,0,0,1,Southampton FC,1,Goalkeeper,2018/2019
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,2117,0,0,0,0,4,0,0,0,0,0,65,True,0,0,1,Liverpool FC,3,Central Midfield,2018/2019
Alex Pritchard,0,8,0,0,0,2,0,1,5,4.8,1,0,206,0,0,4,1,2,0,2.3,7,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,45,0,1,6,0,0,0,0,2,0,1,0,3968,4,1,0,3,0,11,1,0,0,0,50,True,0,0,1,Huddersfield Town,4,Attacking Midfield,2018/2019
Alex Smithies,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,2,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6692,0,0,0,0,2,0,0,0,0,0,45,False,0,0,1,Cardiff City,1,Goalkeeper,2018/2019
Alfie Mawson,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,3,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,7,0,0,0,0,0,0,1,0,15496,0,0,0,2,0,0,0,0,0,0,50,True,0,0,1,Fulham FC,2,Centre-Back,2018/2019
Alireza Jahanbakhsh,0,3,0,0,0,3,0,0,3,14.1,2,0,476,0,0,9,1,0,0,1.7,2.4,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,19,0,0,18,0,0,0,0,2,0,1,0,76058,2,0,0,0,2,0,1,0,0,0,70,False,0,0,1,Brighton & Hove Albion,4,Right Winger,2018/2019
Alisson Ramses Becker,0,31,0,0,1,31,1,1,29,0,0,0,468,0,0,5,0,0,0,1.8,17.6,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,19,0,0,0,0,9,0,1,2,629624,0,0,0,0,4,0,7,0,0,0,55,True,0,0,1,Liverpool FC,1,Goalkeeper,2018/2019
Anders Lindegaard,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,16,0,0,0,0,0,0,1,0,7630,0,0,0,0,0,0,0,0,0,0,45,False,0,0,1,Burnley FC,1,Goalkeeper,2018/2019
Ander Herrera,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,9519,0,0,0,1,2,0,0,0,0,0,50,True,0,0,1,Manchester United,3,Central Midfield,2018/2019
Andreas Christensen,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,4,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,10,0,0,0,0,0,0,1,0,61061,0,0,0,3,0,0,0,0,0,0,55,False,0,0,1,Chelsea FC,2,Centre-Back,2018/2019
Andreas Pereira,0,58,0,0,0,13,0,8,53,5.8,1,0,481,0,0,6,4,1,0,2.8,22.2,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,11,0,0,0,0,11,0,1,0,30210,0,0,0,1,2,0,1,0,0,0,50,True,0,1,1,Manchester United,4,Attacking Midfield,2018/2019
Andrew Robertson,1,79,1,0,2,41,1,1,70,30.3,0,0,247,0,0,5,0,0,0,7.3,32.2,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,1,19,0,0,0,0,3,0,1,0,720845,1,2,0,0,4,10,11,0,0,0,60,True,0,0,1,Liverpool FC,2,Left-Back,2018/2019
Andrew Surman,0,64,0,0,0,8,1,4,51,3.6,0,0,35,0,0,2,2,0,0,1.5,8.8,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,5,0,0,0,0,7,0,1,0,17574,1,0,1,0,2,3,3,0,0,0,50,True,0,0,1,AFC Bournemouth,3,Central Midfield,2018/2019
Andre Gray,0,11,0,0,0,8,1,0,8,25.2,0,0,395,0,0,9,0,0,0,5.9,7,2,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,73,0,1,3,0,0,0,0,1,0,1,0,30395,0,0,1,0,2,27,2,0,0,0,60,True,0,0,1,Watford FC,5,Centre-Forward,2018/2019
Andros Townsend,0,31,0,0,0,9,1,1,23,17.5,3,0,149,0,0,3,0,0,0,6.3,27.6,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,87,0,1,9,0,0,0,0,8,0,1,0,115533,6,0,0,2,0,18,3,0,0,0,60,False,0,0,1,Crystal Palace,4,Right Winger,2018/2019
André Schürrle,0,28,0,0,0,8,0,1,24,22.2,0,0,478,0,0,3,1,1,0,3,3.6,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,60,0,0,7,0,0,0,0,1,0,1,0,316359,0,1,0,2,0,4,2,0,0,0,60,True,0,0,1,Fulham FC,4,Left Winger,2018/2019
Andy Carroll,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,2216,0,0,0,0,4,0,0,0,0,0,55,False,0,0,1,West Ham United,5,Centre-Forward,2018/2019
Angelo Ogbonna,0,31,0,0,0,16,0,6,30,13.2,0,0,403,0,0,5,0,4,0,3.5,20,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,12,0,0,0,0,2,0,1,0,47740,0,0,0,0,4,2,0,0,0,0,45,False,0,0,1,West Ham United,2,Centre-Back,2018/2019
Angus Gunn,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,12989,0,0,0,0,0,0,0,0,0,0,45,True,0,0,1,Southampton FC,1,Goalkeeper,2018/2019
Anthony Knockaert,0,33,0,0,0,4,0,1,21,4.4,2,0,55,0,0,9,1,2,0,3.6,9.4,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,18,0,0,0,0,5,0,1,0,23952,4,0,0,0,2,22,2,0,0,0,55,False,0,0,1,Brighton & Hove Albion,4,Right Winger,2018/2019
Anthony Martial,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,46847,0,0,0,1,2,0,0,0,0,0,75,True,0,0,1,Manchester United,4,Left Winger,2018/2019
Antonio Rüdiger,0,75,1,0,3,35,1,3,70,11.9,0,0,118,0,0,4,0,0,0,5.4,20.6,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,10,0,0,0,0,8,0,1,0,135804,1,3,1,3,0,21,9,0,0,0,60,False,0,0,1,Chelsea FC,2,Centre-Back,2018/2019
Antonio Valencia,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,41761,0,0,0,1,2,0,0,0,0,0,65,True,0,0,1,Manchester United,2,Right-Back,2018/2019
Arthur Masuaku,0,41,0,0,0,16,0,4,32,0.7,0,0,410,0,0,5,1,4,0,2.2,21,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,12,0,0,0,0,8,0,1,0,113838,3,4,0,0,4,0,2,0,0,0,45,False,0,0,1,West Ham United,2,Left-Back,2018/2019
Artur Boruc,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,5,0,0,0,0,0,0,1,0,340702,0,0,0,0,2,0,0,0,0,0,40,True,0,0,1,AFC Bournemouth,1,Goalkeeper,2018/2019
Ashley Barnes,0,2,0,0,0,4,0,0,2,10.3,0,0,85,0,0,8,0,0,0,2.3,5.2,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,14,0,0,16,0,0,0,0,0,0,1,0,48750,0,0,0,0,0,7,1,0,0,0,60,False,0,0,1,Burnley FC,5,Centre-Forward,2018/2019
Ashley Westwood,0,48,0,0,0,13,1,3,41,25.3,0,0,80,0,0,8,1,0,0,5,15.4,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,16,0,0,0,0,3,0,1,0,9023,1,1,1,0,0,9,3,0,0,0,45,False,0,0,1,Burnley FC,3,Defensive Midfield,2018/2019
Ashley Williams,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,20,0,0,0,0,0,0,1,0,7642,0,0,0,2,2,0,0,0,0,0,45,False,0,0,1,Everton FC,2,Centre-Back,2018/2019
Ashley Young,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,101792,0,0,0,1,2,0,0,0,0,0,60,True,0,0,1,Manchester United,2,Left-Back,2018/2019
Asmir Begovic,0,15,0,0,0,21,1,0,10,0,0,0,24,0,0,2,0,0,0,1,10,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,5,0,0,0,0,3,0,1,1,220212,0,0,0,0,2,0,6,0,0,0,45,True,0,0,1,AFC Bournemouth,1,Goalkeeper,2018/2019
Aymeric Laporte,0,59,0,1,0,21,1,6,55,1.3,0,0,268,0,0,1,2,0,0,5.3,14.2,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,2,0,1,0,55175,0,0,1,2,0,37,6,0,0,0,55,False,0,0,1,Manchester City,2,Centre-Back,2018/2019
Ayoze Pérez,0,14,0,0,0,9,0,2,13,13.1,2,0,326,0,0,7,0,2,0,4.6,15.6,1,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,80,0,0,17,0,0,0,0,5,0,1,0,146474,2,0,0,2,1,17,2,0,0,0,65,True,0,0,1,Newcastle United,5,Second Striker,2018/2019
Bakary Sako,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,3,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1455,0,0,0,2,0,0,0,0,0,0,50,False,0,0,1,Crystal Palace,4,Left Winger,2018/2019
Beni Baningime,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,20,0,0,0,0,0,0,1,0,2914,0,0,0,2,2,0,0,0,0,0,45,False,0,0,1,Everton FC,3,Central Midfield,2018/2019
Benjamin Mendy,2,56,0,0,3,46,1,4,43,28,0,0,267,0,0,1,0,0,0,11.4,56.8,2,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,6,0,1,0,440329,2,2,0,2,0,29,15,0,0,0,60,False,0,0,1,Manchester City,2,Left-Back,2018/2019
Ben Davies,0,61,0,0,0,15,0,5,49,28.4,1,0,356,0,0,7,3,1,0,6.9,20.6,2,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,1,15,0,0,0,0,7,0,1,0,428966,0,0,0,2,1,20,2,0,0,0,60,False,0,0,1,Tottenham Hotspur,2,Left-Back,2018/2019
Ben Foster,0,38,0,0,0,23,1,1,24,10,0,0,445,0,0,9,0,0,0,1.7,7.4,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,3,0,0,0,0,13,0,1,0,232427,0,0,0,0,2,0,6,0,0,0,45,True,0,0,1,Watford FC,1,Goalkeeper,2018/2019
Ben Gibson,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,16,0,0,0,0,0,0,1,0,17262,0,0,0,0,0,0,0,0,0,0,50,False,0,0,1,Burnley FC,2,Centre-Back,2018/2019
Ben Hamer,0,39,0,0,0,11,0,1,21,0,0,0,190,0,0,4,0,3,0,1.3,13.2,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,6,0,0,0,0,10,0,1,1,124117,0,0,0,3,0,0,1,0,0,0,40,True,0,0,1,Huddersfield Town,1,Goalkeeper,2018/2019
Ben Mee,0,53,1,0,2,31,1,8,47,10.8,0,0,70,0,0,8,0,0,0,5.1,34.4,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,16,0,0,0,0,7,0,1,0,226034,0,0,1,0,0,6,8,0,0,0,50,False,0,0,1,Burnley FC,2,Centre-Back,2018/2019
Beram Kayal,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,18,0,0,0,0,0,0,1,0,5338,0,0,0,0,2,0,0,0,0,0,45,False,0,0,1,Brighton & Hove Albion,3,Central Midfield,2018/2019
Bernard Anício Caldeira Duarte,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,20,0,0,0,0,0,0,1,0,20094,0,0,0,2,2,0,0,0,0,0,60,False,0,0,1,Everton FC,4,Left Winger,2018/2019
Bernd Leno,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,13,0,0,0,0,0,0,1,0,110646,0,0,0,2,0,0,0,0,0,0,50,True,0,0,1,Arsenal FC,1,Goalkeeper,2018/2019
Bobby Reid,0,22,0,0,0,8,0,0,15,25.8,5,0,110,0,0,2,1,1,0,6.9,8,2,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,87,1,0,2,0,0,0,0,4,0,1,0,33401,2,0,2,0,2,35,2,0,0,0,55,False,0,0,1,Cardiff City,4,Attacking Midfield,2018/2019
Bright Enobakhare,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,8,0,0,0,0,0,0,1,0,14398,0,0,0,2,2,0,0,0,0,0,45,True,0,0,1,Wolverhampton Wanderers,5,Centre-Forward,2018/2019
Bruno Ecuele Manga,0,19,0,0,0,8,0,9,14,0.2,0,0,92,0,0,2,1,2,0,1.6,15.4,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,2,0,1,0,0,7,0,1,0,5192,0,0,0,0,2,0,1,0,0,0,45,False,0,0,1,Cardiff City,2,Centre-Back,2018/2019
Bruno Saltor Grau,0,11,0,0,0,6,0,2,11,14.6,0,0,50,0,0,9,0,0,0,2.1,6.4,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,25,0,1,18,0,0,0,0,1,0,1,0,14542,0,0,0,0,2,0,1,0,0,0,45,False,0,0,1,Brighton & Hove Albion,2,Right-Back,2018/2019
Callum Hudson-Odoi,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,4,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,10,0,0,0,0,0,0,1,0,119739,0,0,0,3,0,0,0,0,0,0,45,False,0,0,1,Chelsea FC,4,Left Winger,2018/2019
Callum Paterson,0,26,0,0,0,10,0,2,11,11.3,0,0,101,0,0,2,0,1,0,3.7,7.4,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,62,0,0,2,0,0,0,0,6,0,1,0,8529,0,0,0,0,2,18,2,0,0,0,55,False,0,0,1,Cardiff City,3,Central Midfield,2018/2019
Callum Wilson,1,25,1,2,1,31,1,0,18,20.2,4,0,43,0,0,2,1,0,1,18.2,58.6,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,1,5,0,0,1,0,4,0,1,0,147186,4,0,1,0,2,103,8,0,0,0,60,True,0,0,1,AFC Bournemouth,5,Centre-Forward,2018/2019
Calum Chambers,0,72,0,0,0,22,0,7,69,0.6,1,0,9,0,0,3,1,2,0,3.1,30.4,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,7,0,0,0,0,11,0,1,0,91508,0,2,0,2,0,0,1,0,0,0,45,True,0,0,1,Arsenal FC,2,Centre-Back,2018/2019
Carlos Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,15025,0,0,0,0,4,0,0,0,0,0,45,False,0,0,1,West Ham United,3,Defensive Midfield,2018/2019
Cenk Tosun,1,24,0,0,0,18,0,1,17,17.2,0,0,177,0,0,10,0,2,0,5.3,25,1,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,80,0,1,20,0,0,0,0,3,0,1,0,302582,2,1,0,2,2,11,5,0,0,0,70,False,0,0,1,Everton FC,5,Centre-Forward,2018/2019
Charlie Austin,0,10,0,0,0,5,1,0,7,21.8,0,0,348,0,0,8,2,0,0,3.5,5.2,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,71,0,0,4,0,0,0,0,2,0,1,0,85810,1,0,0,0,0,8,2,0,0,0,60,True,0,0,1,Southampton FC,5,Centre-Forward,2018/2019
Charlie Daniels,0,48,0,0,0,22,1,5,37,17,1,0,28,0,0,2,1,0,0,3.2,13.4,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,1,5,0,0,0,0,7,0,1,0,834188,1,0,0,0,2,2,5,0,0,0,45,True,0,1,1,AFC Bournemouth,2,Left-Back,2018/2019
Charlie Taylor,0,0,0,0,0,2,0,0,0,0,0,0,74,0,0,8,1,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,3,0,0,16,0,0,0,0,0,0,1,0,11525,0,0,0,0,0,0,1,0,0,0,45,False,0,0,1,Burnley FC,2,Left-Back,2018/2019
Cheikhou Kouyaté,0,2,0,0,0,3,0,0,1,0,0,0,412,0,0,3,0,0,0,2.2,5,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,2,0,0,9,0,0,0,0,1,0,1,0,27371,0,0,0,2,0,17,1,0,0,0,50,False,0,0,1,Crystal Palace,3,Defensive Midfield,2018/2019
Christian Atsu,0,5,0,0,0,4,0,0,4,14,2,0,320,0,0,7,0,0,0,2.1,6.2,1,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,21,1,1,17,0,0,0,0,2,0,1,0,9385,3,1,1,2,1,1,1,0,0,0,55,True,0,0,1,Newcastle United,4,Left Winger,2018/2019
Christian Benteke,0,28,1,0,0,9,1,1,14,24,2,0,152,0,0,3,2,0,0,8.6,13.6,2,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,82,0,0,9,0,0,0,0,2,0,1,0,54689,2,0,0,2,0,48,2,0,0,0,65,False,0,0,1,Crystal Palace,5,Centre-Forward,2018/2019
Christian Eriksen,0,55,0,0,0,15,0,2,47,72.3,0,0,364,0,0,7,0,1,0,10.4,19.2,5,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,1,15,0,0,0,0,6,0,1,0,840208,3,0,1,2,1,12,2,0,0,0,95,False,0,0,1,Tottenham Hotspur,4,Attacking Midfield,2018/2019
Christian Fuchs,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,46271,0,0,0,1,2,0,0,0,0,0,45,False,0,0,1,Leicester City,2,Left-Back,2018/2019
