player_name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW,club_name,position_index,position,season
Erik Durm,0,33,0,0,0,12,0,0,21,16.9,1,0,461,0,0,66,0,2,0,2.7,9.6,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,2,17,0,0,0,0,9,0,7,0,6218,1,0,0,2,0,0,1,-254,32,286,45,True,0,0,7,Huddersfield Town,2,Left-Back,2018/2019
Erik Lamela,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,66,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,10,0,0,0,0,0,0,7,0,32253,0,0,0,2,0,0,0,21210,23664,2454,64,False,0,0,7,Tottenham Hotspur,4,Right Winger,2018/2019
Ethan Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,64,0,0,0,0,0,0,2018-09-29T16:30:00Z,29 Sep 17:30,0,0,0,0,0,12,0,0,0,0,0,0,7,0,3295,0,0,0,1,1,0,0,-62,144,206,44,True,0,0,7,Chelsea FC,2,Centre-Back,2018/2019
Fabian Delph,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,67,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,3,0,0,0,0,0,0,7,0,35450,0,0,0,0,2,0,0,13864,15357,1493,53,True,0,0,7,Manchester City,3,Central Midfield,2018/2019
Fabian Schär,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,68,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,11,0,0,0,0,0,0,7,0,8632,0,0,0,2,0,0,0,-634,62,696,48,True,0,0,7,Newcastle United,2,Centre-Back,2018/2019
Fabio Henrique Tavares,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,64,0,0,0,0,0,0,2018-09-29T16:30:00Z,29 Sep 17:30,0,0,0,0,0,6,0,0,0,0,0,0,7,0,26828,0,0,0,1,1,0,0,-1492,237,1729,56,False,0,0,7,Liverpool FC,3,Defensive Midfield,2018/2019
Fabián Balbuena,0,30,0,0,0,15,0,12,26,0.1,0,0,464,0,0,69,1,1,0,3,23.8,0,2018-09-29T11:30:00Z,29 Sep 12:30,0,0,90,0,0,14,0,0,0,0,3,0,7,0,15866,0,0,1,1,3,6,2,2089,2866,777,44,True,0,0,7,West Ham United,2,Centre-Back,2018/2019
Federico Fernández,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,68,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,11,0,0,0,0,0,0,7,0,10153,0,0,0,2,0,0,0,577,1302,725,44,True,0,0,7,Newcastle United,2,Centre-Back,2018/2019
Fernando Llorente,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,66,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,10,0,0,0,0,0,0,7,0,13137,0,0,0,2,0,0,0,-503,369,872,57,False,0,0,7,Tottenham Hotspur,5,Centre-Forward,2018/2019
Fernando Luiz Rosa,0,111,0,0,0,16,1,4,98,42.8,1,0,272,0,0,67,0,0,0,7.3,20.8,3,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,3,0,0,0,0,6,0,7,0,246489,0,0,2,0,2,9,3,-13155,4062,17217,54,True,0,0,7,Manchester City,3,Defensive Midfield,2018/2019
Florent Hadergjonaj,0,15,0,0,0,6,0,0,6,15,1,0,197,0,0,66,1,1,0,1.4,0,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,61,0,1,17,0,1,0,0,4,0,7,0,4731,0,0,0,2,0,0,2,-352,31,383,45,True,0,0,7,Huddersfield Town,2,Right-Back,2018/2019
Florian Lejeune,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,68,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,11,0,0,0,0,0,0,7,0,851,0,0,0,2,0,0,0,-22,23,45,44,True,0,0,7,Newcastle United,2,Centre-Back,2018/2019
Florin Andone,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,67,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,13,0,0,0,0,0,0,7,0,2823,0,0,0,0,2,0,0,-19,154,173,50,False,0,0,7,Brighton & Hove Albion,5,Centre-Forward,2018/2019
Floyd Ayité,0,1,0,0,0,3,0,1,1,0.3,0,0,186,0,0,65,0,1,0,0.1,1,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,6,0,0,8,0,0,0,0,0,0,7,0,6407,0,0,0,0,3,0,1,-102,234,336,44,False,0,0,7,Fulham FC,4,Left Winger,2018/2019
Fraser Forster,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,70,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,20,0,0,0,0,0,0,7,0,46452,0,0,0,0,2,0,0,-2007,194,2201,44,False,0,0,7,Southampton FC,1,Goalkeeper,2018/2019
Frederico Rodrigues de Paula Santos,0,20,0,0,0,5,0,0,17,13.7,0,0,304,0,0,69,0,1,0,2,6.2,1,2018-09-29T11:30:00Z,29 Sep 12:30,0,0,20,0,0,19,0,0,0,0,3,0,7,0,126102,0,0,0,1,3,0,1,6887,12111,5224,57,False,0,0,7,Manchester United,3,Central Midfield,2018/2019
Gabriel Fernando de Jesus,0,9,0,0,0,3,0,0,7,23.4,0,0,281,0,0,67,0,0,0,3,4.2,2,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,24,0,0,3,0,0,0,0,1,0,7,0,92152,2,0,0,0,2,2,1,-13423,1028,14451,103,True,0,0,7,Manchester City,5,Centre-Forward,2018/2019
Gary Cahill,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,64,0,0,0,0,0,0,2018-09-29T16:30:00Z,29 Sep 17:30,0,0,0,0,0,12,0,0,0,0,0,0,7,0,38959,0,0,0,1,1,0,0,-1375,350,1725,52,True,0,0,7,Chelsea FC,2,Centre-Back,2018/2019
Gary Madine,0,3,0,0,0,1,0,0,3,0.3,0,0,109,0,0,63,1,0,0,0.2,0,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,11,0,0,4,0,0,0,0,1,0,7,0,68913,1,0,0,2,1,2,1,-3172,2451,5623,45,True,0,0,7,Cardiff City,5,Centre-Forward,2018/2019
Gaëtan Bong,0,9,0,0,0,12,0,7,7,14.2,1,0,51,0,0,67,0,2,0,2.9,15.2,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,1,13,0,0,0,0,4,0,7,0,9051,1,0,0,0,2,0,1,-287,126,413,45,False,0,0,7,Brighton & Hove Albion,2,Left-Back,2018/2019
Georginio Wijnaldum,0,59,0,0,0,10,0,0,53,4.4,0,0,252,0,0,64,2,1,0,0.7,2.2,0,2018-09-29T16:30:00Z,29 Sep 17:30,0,0,90,0,0,6,0,0,0,0,10,0,7,0,57499,1,0,0,1,1,0,2,1460,6695,5235,55,False,0,0,7,Liverpool FC,3,Central Midfield,2018/2019
Gerard Deulofeu,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,61,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,1,0,0,0,0,0,0,7,0,7290,0,0,0,0,2,0,0,-513,61,574,54,False,0,0,7,Watford FC,4,Right Winger,2018/2019
Glenn Murray,0,4,0,0,0,2,0,0,2,0.3,0,0,62,0,0,67,1,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,17,0,0,13,0,0,0,0,0,0,7,0,121971,0,0,0,0,2,0,1,-4131,14054,18185,65,False,0,0,7,Brighton & Hove Albion,5,Centre-Forward,2018/2019
Grady Diangana,0,1,0,0,0,3,0,0,1,0,0,0,539,0,0,69,0,0,0,0,0,0,2018-09-29T11:30:00Z,29 Sep 12:30,0,0,1,0,0,14,0,0,0,0,1,0,7,0,0,0,0,0,1,3,0,1,0,0,0,45,True,0,0,7,West Ham United,4,Right Winger,2018/2019
Granit Xhaka,0,92,0,0,0,13,1,3,80,30.5,1,0,17,0,0,61,1,0,0,6.3,25,2,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,18,0,0,0,0,5,0,7,0,183741,1,0,0,0,2,7,3,5438,15359,9921,53,True,0,0,7,Arsenal FC,3,Defensive Midfield,2018/2019
Gylfi Sigurdsson,0,24,0,1,3,37,1,1,19,64.1,1,0,172,0,0,65,2,0,2,20.7,83.2,5,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,1,1,9,0,0,1,0,4,0,7,0,71837,2,0,2,0,3,60,14,-3007,2943,5950,73,True,1,0,7,Everton FC,4,Attacking Midfield,2018/2019
Hamza Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,68,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,15,0,0,0,0,0,0,7,0,5458,0,0,0,2,0,0,0,-143,118,261,44,False,0,0,7,Leicester City,3,Defensive Midfield,2018/2019
Harry Arter,0,34,0,0,0,12,0,0,27,3.3,0,0,33,0,0,63,0,2,0,1,6.4,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,90,0,0,4,0,0,0,0,5,0,7,0,12655,1,2,0,2,1,0,2,-295,173,468,49,True,0,0,7,AFC Bournemouth,3,Central Midfield,2018/2019
Harry Kane,0,21,0,0,3,59,1,2,15,12.2,1,0,372,0,0,66,1,0,2,15.7,84.2,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,1,0,10,0,0,0,0,5,0,7,0,1482350,0,0,0,2,0,61,13,47893,86719,38826,124,False,1,0,7,Tottenham Hotspur,5,Centre-Forward,2018/2019
Harry Maguire,1,66,0,0,3,50,1,3,55,0.5,1,0,220,0,0,68,0,0,1,14,49.6,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,15,0,0,0,0,9,0,7,0,799346,1,2,1,2,0,90,18,-30630,7041,37671,55,False,0,0,7,Leicester City,2,Centre-Back,2018/2019
Harry Winks,0,22,0,0,0,-3,0,1,17,12.5,1,0,368,0,0,66,4,0,0,1.3,0.6,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,45,0,0,10,0,0,0,0,5,0,7,0,1520,2,0,0,2,0,0,0,-35,119,154,55,False,0,1,7,Tottenham Hotspur,3,Central Midfield,2018/2019
Henrikh Mkhitaryan,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,61,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,18,0,0,0,0,0,0,7,0,449089,0,0,0,0,2,0,0,-143059,3461,146520,70,True,0,0,7,Arsenal FC,4,Attacking Midfield,2018/2019
Heurelho Gomes,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,61,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,1,0,0,0,0,0,0,7,0,19529,0,0,0,0,2,0,0,-650,128,778,44,False,0,0,7,Watford FC,1,Goalkeeper,2018/2019
Hugo Lloris,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,66,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,10,0,0,0,0,0,0,7,0,234300,0,0,0,2,0,0,0,-19367,664,20031,54,False,0,0,7,Tottenham Hotspur,1,Goalkeeper,2018/2019
Héctor Bellerín,0,41,0,0,2,28,1,4,38,7.7,0,0,4,0,0,61,0,0,0,2.4,12.4,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,1,18,0,0,0,0,6,0,7,0,583056,1,0,0,0,2,4,8,-3952,17381,21333,54,True,0,0,7,Arsenal FC,2,Right-Back,2018/2019
Hélder Costa,0,12,0,0,0,0,0,0,11,3.6,1,0,435,0,0,70,0,0,0,0.8,4.4,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,52,0,0,16,0,0,0,0,4,0,7,0,37145,5,0,0,0,2,0,1,2131,5079,2948,49,True,0,0,7,Wolverhampton Wanderers,4,Right Winger,2018/2019
Ibrahima Cissé,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,65,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,8,0,0,0,0,0,0,7,0,4275,0,0,0,0,3,0,0,123,503,380,44,False,0,0,7,Fulham FC,3,Defensive Midfield,2018/2019
Idrissa Gueye,0,58,0,0,0,16,1,6,51,22.3,0,0,168,0,0,65,2,0,0,5.6,32,2,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,9,0,0,0,0,10,0,7,0,18193,2,1,0,0,3,2,3,-461,276,737,49,True,0,0,7,Everton FC,3,Central Midfield,2018/2019
Ilkay Gündogan,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,67,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,3,0,0,0,0,0,0,7,0,266025,0,0,0,0,2,0,0,103111,113762,10651,56,True,0,0,7,Manchester City,3,Central Midfield,2018/2019
Isaac Hayden,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,68,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,11,0,0,0,0,0,0,7,0,8937,0,0,0,2,0,0,0,-220,268,488,44,True,0,0,7,Newcastle United,3,Defensive Midfield,2018/2019
Isaac Mbenza,0,9,0,0,0,3,0,0,7,0.8,0,0,514,0,0,66,0,0,0,1.2,3.8,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,19,0,0,17,0,0,0,0,2,0,7,0,1021,0,0,0,2,0,7,1,-43,39,82,60,True,0,0,7,Huddersfield Town,4,Right Winger,2018/2019
Issa Diop,0,25,0,0,0,12,0,8,24,10.3,1,0,409,0,0,69,0,1,0,3.9,27,1,2018-09-29T11:30:00Z,29 Sep 12:30,0,0,90,0,0,14,0,0,0,0,2,0,7,0,31129,0,0,0,1,3,2,2,1208,2245,1037,43,True,0,0,7,West Ham United,2,Centre-Back,2018/2019
Ivan Cavaleiro,0,11,0,0,0,25,0,0,9,0.8,1,0,434,0,0,70,0,0,1,5.2,34.6,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,13,0,0,16,0,0,0,0,3,0,7,0,1714,1,0,0,0,2,17,6,-82,36,118,53,True,1,0,7,Wolverhampton Wanderers,4,Right Winger,2018/2019
Jack Cork,0,30,0,0,0,12,0,5,24,2.7,0,0,82,0,0,63,0,1,0,1.5,7.8,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,90,0,0,5,0,0,0,0,4,0,7,0,34238,1,0,0,2,1,4,2,-1537,774,2311,48,False,0,0,7,Burnley FC,3,Defensive Midfield,2018/2019
Jack Simpson,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,62,0,0,0,0,0,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,0,0,0,7,0,0,0,0,0,0,7,0,257128,0,0,0,1,2,0,0,-4320,4414,8734,39,True,0,0,7,AFC Bournemouth,2,Centre-Back,2018/2019
Jack Stephens,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,70,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,20,0,0,0,0,0,0,7,0,13003,0,0,0,0,2,0,0,-1135,33,1168,44,False,0,0,7,Southampton FC,2,Centre-Back,2018/2019
Jack Wilshere,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,69,0,0,0,0,0,0,2018-09-29T11:30:00Z,29 Sep 12:30,0,0,0,0,0,14,0,0,0,0,0,0,7,0,95760,0,0,0,1,3,0,0,-18322,52,18374,49,True,0,0,7,West Ham United,3,Central Midfield,2018/2019
Jacob Murphy,0,8,0,0,0,2,0,1,7,0.9,1,0,321,0,0,68,1,1,0,0.5,3.4,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,25,0,0,11,0,0,0,0,2,0,7,0,2864,0,0,1,2,0,1,1,-180,59,239,49,True,0,0,7,Newcastle United,4,Right Winger,2018/2019
Jairo Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,62,0,0,0,0,0,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,0,0,0,2,0,0,0,0,0,0,7,0,3354,0,0,0,1,2,0,0,-234,15,249,44,False,0,0,7,Crystal Palace,2,Centre-Back,2018/2019
Jamaal Lascelles,0,51,0,0,0,17,0,11,29,0.3,0,0,312,0,0,68,0,2,0,2.7,23,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,11,0,0,0,0,9,0,7,0,265004,0,2,1,2,0,4,1,-5452,2434,7886,49,True,0,0,7,Newcastle United,2,Centre-Back,2018/2019
James Maddison,1,52,0,0,0,25,1,1,45,80.5,1,0,233,0,0,68,1,0,0,12.3,34.6,5,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,84,0,1,15,0,0,0,0,6,0,7,0,721488,2,0,0,2,0,8,6,271802,289208,17406,68,False,0,0,7,Leicester City,4,Attacking Midfield,2018/2019
James McArthur,0,41,0,0,0,5,0,0,33,15.1,0,0,147,0,0,62,2,1,0,3.3,6.2,1,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,76,1,0,2,0,0,0,0,5,0,7,0,58390,5,1,1,1,2,12,2,-3464,1555,5019,49,False,0,0,7,Crystal Palace,3,Central Midfield,2018/2019
James McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,65,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,9,0,0,0,0,0,0,7,0,1101,0,0,0,0,3,0,0,-21,35,56,44,True,0,0,7,Everton FC,3,Central Midfield,2018/2019
James Milner,0,68,1,0,0,12,0,3,61,19,0,0,254,0,0,64,1,1,0,3.5,13.8,1,2018-09-29T16:30:00Z,29 Sep 17:30,0,0,85,0,0,6,0,0,0,0,3,0,7,0,372246,0,0,0,1,1,2,1,-21841,23825,45666,57,False,0,1,7,Liverpool FC,3,Central Midfield,2018/2019
James Tarkowski,0,6,0,0,0,4,0,4,3,0.1,0,0,72,0,0,63,1,0,0,0.6,5.4,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,26,0,0,5,0,0,0,0,2,0,7,0,544644,0,0,0,2,1,0,1,35377,47597,12220,50,False,0,0,7,Burnley FC,2,Centre-Back,2018/2019
James Tomkins,0,54,0,0,0,10,0,7,48,0.8,0,0,138,0,0,62,2,2,0,1.2,10.8,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,90,0,0,2,0,0,0,0,7,0,7,0,233984,0,0,0,1,2,0,0,-4506,4355,8861,44,False,0,1,7,Crystal Palace,2,Centre-Back,2018/2019
James Ward-Prowse,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,70,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,20,0,0,0,0,0,0,7,0,12494,0,0,0,0,2,0,0,-1050,43,1093,52,False,0,0,7,Southampton FC,3,Central Midfield,2018/2019
Jamie Vardy,0,9,0,0,2,29,1,0,4,0.6,0,0,234,0,0,68,0,0,1,5.6,30.2,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,73,0,0,15,0,0,0,0,1,0,7,0,245393,3,0,1,2,0,25,8,28563,38547,9984,89,False,1,0,7,Leicester City,5,Centre-Forward,2018/2019
Jannik Vestergaard,0,47,0,0,0,14,0,6,40,4,0,0,463,0,0,70,3,2,0,3.4,17.4,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,20,0,0,0,0,4,0,7,0,21381,0,2,1,0,2,13,1,-1198,252,1450,49,False,0,0,7,Southampton FC,2,Centre-Back,2018/2019
Jan Bednarek,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,70,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,20,0,0,0,0,0,0,7,0,226927,0,0,0,0,2,0,0,5396,15601,10205,39,False,0,0,7,Southampton FC,2,Centre-Back,2018/2019
Jan Vertonghen,0,28,0,0,0,6,0,5,22,0.7,0,0,355,0,0,66,0,0,0,0.9,8.6,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,45,0,0,10,0,0,0,0,7,0,7,0,540499,1,0,0,2,0,0,1,-2230,17913,20143,60,False,0,0,7,Tottenham Hotspur,2,Centre-Back,2018/2019
Jason Puncheon,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,62,0,0,0,0,0,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,0,0,0,2,0,0,0,0,0,0,7,0,29156,0,0,0,1,2,0,0,-1464,367,1831,44,False,0,0,7,Huddersfield Town,4,Attacking Midfield,2018/2019
Jason Steele,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,67,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,13,0,0,0,0,0,0,7,0,82718,0,0,0,0,2,0,0,-652,676,1328,40,False,0,0,7,Brighton & Hove Albion,1,Goalkeeper,2018/2019
Javier Manquillo,0,5,0,0,0,7,0,0,3,0.3,0,0,315,0,0,68,0,0,0,0.5,4.2,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,10,0,0,11,0,0,0,0,0,0,7,0,4800,0,2,0,2,0,0,1,-148,31,179,44,True,0,0,7,Newcastle United,2,Right-Back,2018/2019
Jefferson Lerma,1,53,0,0,1,19,0,6,41,2,0,0,494,0,0,62,2,1,0,2.6,12.6,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,90,0,0,7,0,0,0,0,13,0,7,0,12262,1,1,1,1,2,11,5,-357,476,833,45,True,0,1,7,AFC Bournemouth,3,Defensive Midfield,2018/2019
Jeffrey Schlupp,0,7,0,0,0,2,0,0,5,1.3,0,0,141,0,0,62,0,1,0,0.4,0.2,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,13,0,0,2,0,0,0,0,0,0,7,0,192596,1,0,0,1,2,2,1,-31136,774,31910,45,False,0,0,7,Crystal Palace,3,Left Midfield,2018/2019
Jeff Hendrick,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,63,0,0,0,0,0,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,0,0,0,5,0,0,0,0,0,0,7,0,11518,0,0,0,2,1,0,0,-1122,193,1315,55,False,0,0,7,Burnley FC,3,Central Midfield,2018/2019
Jerome Sinclair,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,61,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,1,0,0,0,0,0,0,7,0,6124,0,0,0,0,2,0,0,-173,97,270,45,False,0,0,7,Watford FC,5,Centre-Forward,2018/2019
Jesse Lingard,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,69,0,0,0,0,0,0,2018-09-29T11:30:00Z,29 Sep 12:30,0,0,0,0,0,19,0,0,0,0,0,0,7,0,173407,0,0,0,1,3,0,0,-13769,3961,17730,68,False,0,0,7,Manchester United,4,Right Winger,2018/2019
Joel Matip,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,64,0,0,0,0,0,0,2018-09-29T16:30:00Z,29 Sep 17:30,0,0,0,0,0,6,0,0,0,0,0,0,7,0,15050,0,0,0,1,1,0,0,7577,8566,989,49,False,0,0,7,Liverpool FC,2,Centre-Back,2018/2019
Joel Ward,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,62,0,0,0,0,0,0,2018-10-01T19:00:00Z,01 Oct 20:00,0,0,0,0,0,2,0,0,0,0,0,0,7,0,15337,0,0,0,1,2,0,0,-923,161,1084,43,False,0,0,7,Crystal Palace,2,Right-Back,2018/2019
Joe Bennett,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,63,0,0,0,0,0,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,0,0,0,4,0,0,0,0,0,0,7,0,47369,0,0,0,2,1,0,0,-3362,702,4064,45,True,0,0,7,Cardiff City,2,Left-Back,2018/2019
Joe Bryan,0,26,0,0,0,9,0,8,15,1.3,1,0,510,0,0,65,1,3,0,1.9,17.2,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,8,0,0,0,0,5,0,7,0,6131,2,0,0,0,3,0,1,-556,67,623,49,False,0,0,7,Fulham FC,2,Left-Back,2018/2019
Joe Hart,0,35,0,0,0,15,0,4,9,0,0,0,490,0,0,63,0,1,0,2.4,23.6,0,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,90,0,0,5,0,0,0,0,4,0,7,3,506918,0,0,0,2,1,0,3,78043,84839,6796,45,False,0,0,7,Burnley FC,1,Goalkeeper,2018/2019
Joe Ralls,0,34,0,0,0,14,0,3,22,22.7,0,0,98,0,0,63,0,2,0,5.3,12.4,2,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,78,0,0,4,0,0,0,0,6,0,7,0,11893,1,2,0,2,1,18,2,-1142,216,1358,49,True,0,0,7,Cardiff City,3,Central Midfield,2018/2019
Johann Berg Gudmundsson,1,23,0,0,3,38,0,4,12,11.3,1,0,76,0,0,63,0,1,1,10.5,56.6,1,2018-09-30T15:00:00Z,30 Sep 16:00,0,0,90,0,0,5,0,0,0,0,9,0,7,0,56233,2,0,0,2,1,37,13,10217,12567,2350,59,False,0,0,7,Burnley FC,4,Right Winger,2018/2019
John Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,70,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,16,0,0,0,0,0,0,7,0,18506,0,0,0,0,2,0,0,-648,86,734,44,True,0,0,7,Wolverhampton Wanderers,1,Goalkeeper,2018/2019
John Stones,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,67,0,0,0,0,0,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,0,0,0,3,0,0,0,0,0,0,7,0,385840,0,0,0,0,2,0,0,-41795,3125,44920,54,True,0,0,7,Manchester City,2,Centre-Back,2018/2019
Jonas Lössl,0,33,0,0,0,17,0,1,17,0,0,0,191,0,0,66,0,2,0,3.5,35.4,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,17,0,0,0,0,10,0,7,4,79429,0,0,0,2,0,0,2,-2763,683,3446,44,True,0,0,7,Huddersfield Town,1,Goalkeeper,2018/2019
Jonathan Hogg,0,63,0,0,0,13,0,2,55,3.3,2,0,201,0,0,66,3,2,0,1.9,15.8,0,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,17,0,0,0,0,8,0,7,0,9616,1,1,0,2,0,0,2,-248,121,369,44,True,0,0,7,Huddersfield Town,3,Central Midfield,2018/2019
Jonjoe Kenny,0,37,0,0,0,23,1,5,28,13.3,0,0,161,0,0,65,1,0,0,3.1,15,1,2018-09-29T14:00:00Z,29 Sep 15:00,0,0,90,0,0,9,0,0,0,0,4,0,7,0,11656,1,1,1,0,3,3,6,760,1414,654,43,True,0,0,7,Everton FC,2,Right-Back,2018/2019
