,GW,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,fpl_pred
20902,100,Maarten Stekelenburg,0,0,1683,1,4,68,60.76076648835139
20903,41,Andreas Pereira,0,0,135,4,0,2,5.336757645318052
20904,33,Moussa Sissoko,0,3,802,3,4,41,35.2787101961475
20905,108,Ryan Bertrand,3,10,7262,2,26,274,273.07840777007397
20906,31,Josh Murphy,3,1,1485,4,6,65,61.7103805921811
20907,57,Ciaran Clark,4,1,2512,2,6,98,96.67130678264408
20908,14,Billy Jones,0,0,506,2,1,10,12.761842265849452
20909,20,Lucas Torreira,2,3,1443,3,3,58,60.520665309357284
20910,89,Matt Targett,0,1,700,2,1,19,19.48575938501618
20911,68,Wilfred Ndidi,3,7,5497,3,17,171,165.8117774764899
20912,41,Harry Arter,1,4,3226,3,9,88,97.77938730833975
20913,3,Zlatan Ibrahimovic,3,0,270,5,2,24,24.234567587871545
20914,28,Shay Given,0,0,450,1,0,13,9.268476938703127
20915,5,Jesse Lingard,0,0,45,4,0,1,2.3944216757291876
20916,13,Serge Aurier,0,0,456,2,1,10,11.939754278889065
20917,19,Ben Watson,0,0,54,3,0,1,1.7603156633982326
20918,74,Carl Jenkinson,0,0,82,2,0,2,2.1467706249476937
20919,1,Sam Byram,0,0,39,2,0,1,1.4348545425008101
20920,31,Vicente Iborra,3,0,1235,3,3,54,50.89944823831662
20921,66,Matty James,0,0,991,3,4,26,25.319320058415585
20922,25,Leighton Baines,2,3,1694,2,7,93,82.1857851323839
20923,21,Benik Afobe,2,2,534,5,2,34,33.95992059790325
20924,58,Sam Byram,0,1,1249,2,3,29,36.61891464772761
20925,66,Jacob Murphy,1,3,1433,4,3,67,58.41954755240458
20926,54,Anthony Knockaert,4,5,3393,4,13,130,120.26154274533481
20927,1,Jordan Pickford,0,0,90,1,1,6,9.260595588320054
20928,54,Joel Robles,0,1,1737,1,10,89,95.40784718264669
20929,34,Danny Ings,7,2,1450,5,5,82,81.3976920652919
20930,36,Lucas Torreira,2,4,2287,3,5,76,82.95106868006316
20931,31,Sergio Rico,0,0,1980,1,2,55,52.22661252601221
20932,6,Ryan Mason,0,0,123,3,0,3,3.4957495457816457
20933,55,Robert Snodgrass,7,6,2548,4,3,133,138.29020735288037
20934,31,Lee Peltier,0,0,912,2,3,27,27.585150577040885
20935,68,André Ayew,9,7,2559,4,9,148,150.24689863080164
20936,8,Romain Saïss,0,0,16,3,0,2,0.7882718825304487
20937,39,Laurent Depoitre,6,2,1852,5,4,95,86.45516829953961
20938,44,Vincent Kompany,3,0,1090,2,6,65,67.00848174306581
20939,25,Jonathan Leko,0,1,95,4,0,9,9.088533805878793
20940,80,Shkodran Mustafi,6,3,5176,2,20,223,240.91126568126566
20941,4,Demarai Gray,0,1,67,4,0,5,8.16381231045294
20942,33,Lee Cattermole,0,0,470,3,0,9,11.761275749070336
20943,54,Michel Vorm,0,0,416,1,2,17,21.471248992209148
20944,88,Nathan Aké,6,4,5266,2,13,200,202.6868063649702
20945,103,César Azpilicueta,3,15,9180,2,43,455,459.3988295669863
20946,53,Mohamed Salah,39,17,4120,4,24,393,419.63520750255185
20947,17,Marten de Roon,2,0,1132,3,3,38,41.792023622311305
20948,27,Jamie Murphy,0,0,166,4,0,6,6.3334567964511095
20949,44,Juan Mata,6,3,1984,4,15,118,117.05882997494662
20950,53,Phil Jones,0,0,2477,2,13,114,104.32284514628715
20951,93,Christian Eriksen,20,36,7264,4,35,469,500.12704411488295
20952,20,Domingos Quina,1,0,294,3,0,14,15.134763560507402
20953,7,Stephen Ward,0,0,630,2,2,19,18.71826640984455
20954,51,Yohan Benalouane,0,0,917,2,4,27,31.720653630340415
20955,35,Granit Xhaka,2,3,2242,3,9,78,85.1583511720821
20956,18,Jordan Pickford,0,0,1440,1,2,54,42.17430644532353
20957,31,Jordy Clasie,1,1,932,3,2,36,34.07770475172316
20958,18,Kevin De Bruyne,2,11,1302,4,3,90,95.59302611514023
20959,23,Sofiane Feghouli,1,1,416,4,1,21,24.41268788395574
20960,41,Mousa Dembélé,1,2,2325,3,12,83,86.03171475969391
20961,12,Glenn Whelan,0,0,946,3,2,21,22.893243662924135
20962,38,Nemanja Matic,1,8,2694,3,15,105,124.38710545485499
20963,15,Glenn Murray,5,0,809,5,4,44,48.5648697535086
20964,108,Andrew Surman,2,6,5089,3,13,162,149.307048407379
20965,18,Pedro Rodríguez Ledesma,4,6,846,4,8,76,75.50131240531972
20966,102,Matteo Darmian,0,0,2137,2,13,110,98.40661986676942
20967,97,Arthur Masuaku,0,5,3999,2,11,133,123.97884744497215
20968,40,Dejan Lovren,2,1,2644,2,11,108,111.72612402629842
20969,14,Jesse Lingard,0,1,418,4,2,17,15.117125249671957
20970,84,Anthony Martial,14,13,3390,4,18,237,237.13947088701417
20971,13,Christopher Schindler,0,1,1046,2,4,37,37.95958240174905
20972,42,Jonathan Hogg,0,0,2548,3,8,55,63.09979021562654
20973,34,Beram Kayal,0,0,566,3,0,19,13.944954016082733
20974,39,Kurt Zouma,0,1,340,2,0,17,10.188822914245037
20975,11,Wayne Rooney,1,4,598,5,2,32,35.63919252748694
20976,22,Romain Saïss,1,0,553,3,1,22,20.961301538446406
20977,29,Isaiah Brown,0,0,302,5,0,16,11.068089729966388
20978,45,Rekeem Harper,0,0,20,3,0,1,0.8911653392225292
20979,89,Willian Borges Da Silva,16,14,4253,4,22,295,275.78730967269286
20980,2,Francis Coquelin,0,0,180,3,1,3,4.469873123210844
20981,32,Raheem Sterling,6,14,2216,4,7,136,152.09306312101847
20982,43,Marcus Rashford,7,4,2019,5,10,98,107.74079991409089
20983,73,Gareth McAuley,6,1,3594,2,7,139,135.11099466025638
20984,5,Juan Mata,1,0,248,4,2,14,12.74050640952299
20985,110,Daniel Sturridge,7,7,1652,5,7,116,105.6343506803603
20986,6,Romain Saïss,0,0,10,3,0,1,0.6336734706535871
20987,60,Matty James,0,0,991,3,4,26,25.319320058415585
20988,32,Kieran Trippier,0,3,297,2,2,31,28.53972267542074
20989,31,Wilfried Bony,2,0,684,5,3,29,32.540186707767944
20990,24,Luke Shaw,0,1,525,2,3,28,24.713088372306967
20991,47,Lys Mousset,0,1,377,5,2,21,18.991935114893685
20992,5,Idrissa Gueye,0,1,450,3,2,15,16.11102544399665
20993,74,Bruno Saltor Grau,0,1,2972,2,14,128,121.93080578248176
20994,8,Calum Chambers,1,0,360,2,0,11,12.16082963617562
20995,15,Hamza Choudhury,0,0,7,3,0,1,0.5562573359226208
20996,51,Manolo Gabbiadini,8,1,1769,5,7,96,91.2851112722695
20997,30,Kelechi Iheanacho,4,3,490,5,1,48,44.28326745945951
20998,48,Muhamed Besic,0,0,46,3,0,2,2.551168620748893
20999,97,Joel Matip,3,0,4727,2,20,206,197.01921427953437
21000,25,Ciaran Clark,2,1,1655,2,4,62,61.24424562949203
21001,69,James McClean,2,3,2353,4,5,85,85.65583745014963
21002,29,Joe Bennett,0,1,1858,2,6,55,60.48222033817056
21003,83,Ashley Barnes,17,3,4073,5,11,190,190.89815933862212
21004,56,Oumar Niasse,9,3,1663,5,2,91,97.19893490176842
21005,31,Marcos Rojo,1,0,1663,2,8,77,70.68420865836205
21006,26,DeAndre Yedlin,0,1,1829,2,3,47,46.146842428162
21007,11,Álvaro Negredo,1,3,886,5,3,38,43.165354764401044
21008,13,James Tomkins,2,0,684,2,0,20,22.012965969723496
21009,76,André Ayew,9,8,3273,4,9,166,171.16021438112034
21010,107,Ryan Bertrand,3,10,7172,2,26,274,287.1634795128698
21011,34,Virgil van Dijk,1,0,1852,2,7,75,69.4773759189843
21012,33,James Tomkins,3,0,1799,2,5,68,74.53935125496518
21013,111,Jesse Lingard,13,12,4734,4,19,265,246.1015974391437
21014,14,Adam Forshaw,0,1,1149,3,4,33,34.88714754666988
21015,36,Kenneth Zohore,1,1,638,5,1,30,28.325943818350098
21016,9,Jonas Olsson,0,0,270,2,1,7,8.960373253388912
21017,57,Federico Fernández,0,1,3690,2,10,101,105.06708594530487
21018,1,Jesús Navas,0,1,32,2,0,4,3.629852721751938
21019,42,Michael Carrick,0,0,1601,3,5,42,41.59033679909025
21020,89,Sam McQueen,0,1,758,2,2,37,23.403589537224377
21021,78,Winston Reid,2,3,4039,2,14,144,153.5855601326988
21022,40,Florian Lejeune,0,2,2103,2,5,66,62.72785925375079
21023,55,Jack Simpson,0,0,153,2,0,3,2.533566539747234
21024,30,Adam Clayton,0,1,2084,3,8,51,61.357742448369535
21025,95,John Stones,0,0,4388,2,17,171,153.8305611725507
21026,89,Johann Berg Gudmundsson,5,17,4718,4,16,216,220.17565536736288
21027,28,Joe Ledley,1,1,1160,3,2,40,37.78052251787339
21028,89,Maya Yoshida,3,2,4389,2,13,158,154.62954029532102
21029,43,Joel Robles,0,1,1737,1,10,89,82.61768036695749
21030,1,Ross Barkley,1,0,90,3,0,10,9.753257444310744
21031,55,James McClean,1,3,1929,4,5,69,69.58607170408213
21032,62,Virgil van Dijk,1,0,2935,2,8,102,90.61669628748432
21033,35,Lazar Markovic,2,0,941,4,4,34,38.071037761005385
21034,7,Jonathan Calleri,0,0,113,5,0,5,6.6385674589904085
21035,5,Serge Aurier,0,0,96,2,0,-1,1.7821191456220618
21036,34,Carlos Sánchez,0,0,217,3,0,7,6.069190457009235
21037,70,Davinson Sánchez,1,2,4293,2,19,181,179.013101491658
21038,29,Federico Fernández,0,1,1620,2,2,30,38.0404199950725
21039,6,Leandro Bacuna,0,0,240,3,0,3,6.542206223009117
21040,54,José Holebas,2,7,3855,2,9,118,138.03743974903693
21041,60,Jesse Lingard,8,7,2277,4,10,146,139.53671866271822
21042,52,Ademola Lookman,1,1,442,4,1,26,25.212476234072028
21043,57,Robert Huth,2,2,2926,2,9,88,108.8143004624316
21044,35,Stuart Armstrong,3,4,1346,3,5,72,69.69281380417631
21045,1,Gary Cahill,0,0,90,2,0,2,1.7050870540170031
21046,33,Jack Wilshere,0,3,1950,3,5,61,59.186768643349964
21047,76,Toby Alderweireld,1,0,3778,2,19,163,164.7247239014897
21048,44,Fraser Forster,0,0,3960,1,17,165,173.21207760977808
21049,98,Mesut Özil,15,22,5977,4,22,332,314.0174008649499
21050,23,Manuel Agudo Durán,4,3,735,4,3,49,59.11842872970817
21051,87,Ademola Lookman,1,3,976,4,2,52,46.78900815511183
21052,35,Aaron Ramsey,0,3,1064,3,3,39,38.272589889176416
21053,25,Diego Rico,0,0,421,2,0,4,6.460821460778753
21054,54,Aaron Lennon,0,2,934,4,4,39,34.194544181745826
21055,5,Mousa Dembélé,0,0,73,3,1,3,4.528221569663709
21056,90,Adrian Mariappa,0,0,3345,2,9,94,92.9379807667302
21057,15,Dominic Calvert-Lewin,0,0,58,5,0,4,5.195213363710707
21058,19,Gylfi Sigurdsson,5,5,1617,4,2,85,96.03959650319585
21059,17,Jeff Hendrick,2,0,1361,3,3,40,46.187597456789305
21060,36,Peter Crouch,5,3,1222,5,3,68,68.86716161442037
21061,7,Arthur Masuaku,0,1,436,2,1,11,13.767599406878027
21062,37,Marcin Wasilewski,0,0,90,2,0,1,1.7050870540170031
21063,12,Daniel Amartey,0,1,657,3,2,20,21.466165872790327
21064,34,Leighton Baines,2,4,2459,2,10,122,110.5263361050987
21065,57,Oliver McBurnie,0,1,259,5,0,18,13.67955298550477
21066,72,Matt Phillips,5,12,3998,4,14,180,179.51192289550454
21067,97,Maarten Stekelenburg,0,0,1683,1,4,68,66.52497392844039
21068,91,Stephen Ward,2,2,5918,2,18,200,188.0147015805976
21069,35,Dusan Tadic,3,7,2257,4,12,103,108.41009754016714
21070,23,Tyrone Mings,0,0,181,2,0,1,2.915077760745156
21071,32,Alberto Moreno,0,1,290,2,0,12,6.935678864389672
21072,31,Donald Love,0,1,521,2,1,19,15.061103525351903
21073,62,Luka Milivojevic,12,2,5113,3,16,204,209.86519826917385
21074,23,Davy Klaassen,0,0,187,4,0,4,8.666588002552018
21075,59,Erik Lamela,1,2,827,4,6,41,38.21773739258582
21076,20,Dusan Tadic,1,3,1112,4,5,46,48.93396077087321
21077,64,Andrew Robertson,1,12,4083,2,24,253,246.21567715741025
21078,12,James McCarthy,0,0,232,3,0,5,6.37772336138719
21079,74,Kevin De Bruyne,14,38,5860,4,29,402,401.14770041348197
21080,43,Nathan Redmond,7,2,3342,4,15,141,136.63566041578298
21081,102,Fraser Forster,0,0,5220,1,18,207,217.0505294949014
21082,16,Ryan Fredericks,0,0,287,2,0,2,4.425458437107615
21083,35,Kyle Walker-Peters,0,0,98,2,1,7,6.729774833743562
21084,16,Paulo Gazzaniga,0,0,90,1,1,9,9.09882585862868
21085,71,Abdoulaye Doucouré,8,3,4226,3,12,161,162.8672417837505
21086,27,Martin Cranie,0,0,179,2,0,2,2.887569073967761
21087,61,Romelu Lukaku,24,8,4120,5,16,235,259.4152877638205
21088,28,Joe Hart,0,1,1260,1,3,45,49.83602693297779
21089,52,Steven Davis,3,4,3687,3,14,130,133.21314100338662
21090,1,Javier Hernández Balcázar,0,0,90,5,0,2,6.036566749757938
21091,12,Orestis Karnezis,0,0,31,1,0,0,1.3675712426426472
21092,36,Erik Durm,0,1,2004,2,3,48,48.859998919772565
21093,15,Nacho Monreal,0,1,1243,2,4,47,40.62233363840279
21094,61,Geoff Cameron,0,1,2747,3,7,80,67.92240077254154
21095,64,Jesse Lingard,8,7,2561,4,13,156,149.20849873410407
21096,53,Elias Kachunga,1,1,1480,4,6,50,48.277323984835746
21097,17,Romain Saïss,0,0,270,3,0,5,7.158493175081716
21098,30,Hamza Choudhury,0,1,375,3,0,13,12.952005093485127
21099,33,Francis Coquelin,0,1,1643,3,5,47,46.14819724726557
21100,9,Granit Xhaka,1,0,408,3,2,14,19.56107305686477
21101,51,Jan Vertonghen,0,1,4033,2,21,177,180.45558770950544
21102,69,Kurt Zouma,1,1,2745,2,6,89,81.11085377136412
21103,51,Granit Xhaka,2,7,3620,3,16,128,143.23758129493388
21104,20,Valon Behrami,0,0,1351,3,3,29,32.877016409520465
21105,50,Morgan Schneiderlin,1,0,1717,3,6,49,52.58486455598815
21106,62,Paul Dummett,0,0,2863,2,10,97,93.4410817426539
21107,24,George Friend,0,2,1260,2,3,46,39.23979401450292
21108,15,Nathan Aké,0,0,30,2,0,4,0.9578945133857859
21109,47,Dusan Tadic,4,7,3145,4,17,132,135.76120111327236
21110,75,Vincent Kompany,4,1,2214,2,11,117,117.42277942947888
21111,112,Sadio Mané,43,18,7327,4,41,517,520.4999434337776
21112,5,Rachid Ghezzal,1,0,189,4,0,12,15.043041635798119
21113,45,Mathew Ryan,0,0,4050,1,10,161,160.11117992481508
21114,74,Dean Marney,1,2,1764,3,5,51,58.34672991740605
21115,16,Jon Flanagan,0,0,225,2,0,3,3.529889272283299
21116,36,John Ruddy,0,0,90,1,1,7,9.09882585862868
21117,19,Ken Sema,0,1,349,3,2,17,15.143040274614087
21118,76,Ciaran Clark,5,1,2602,2,6,106,111.33602456744642
21119,55,Christian Fuchs,2,5,4184,2,11,143,144.9300228091064
21120,35,Max Gradel,0,0,115,4,0,8,6.630956247008868
21121,72,Laurent Depoitre,6,3,2865,5,4,128,109.95987584532519
21122,35,Gaëtan Bong,0,0,1967,2,5,56,55.21445247183833
21123,25,Matthew Lowton,0,1,2070,2,5,53,59.36866787579869
21124,21,Abdelhamid Sabiri,0,1,187,4,1,9,11.684479539161181
21125,16,Ethan Ampadu,0,0,10,2,0,1,0.7185976453036425
21126,34,Dominic Solanke,0,1,475,5,2,26,19.797301857183598
21127,71,Harry Winks,1,2,1262,3,4,61,46.891397581409066
21128,80,César Azpilicueta,3,12,7110,2,33,363,368.2753808433961
21129,5,Collin Quaner,0,1,57,5,0,7,8.28544843268017
21130,24,Álvaro Negredo,6,4,1948,5,7,89,96.05422541875787
21131,85,Pedro Rodríguez Ledesma,16,12,4013,4,25,273,275.6034261540592
21132,8,Callum Hudson-Odoi,0,0,25,4,0,1,4.053467856733633
21133,102,Alex Iwobi,9,15,4605,4,19,245,228.20266923197983
21134,114,Christian Benteke,19,10,6172,5,16,253,272.26231166046784
21135,39,Mathieu Debuchy,0,0,15,2,0,1,0.777946563136866
21136,61,Willian Borges Da Silva,11,9,2642,4,14,196,179.47474265676055
21137,49,Shane Long,3,4,1762,5,4,76,78.48005351272955
21138,33,Aiden O'Neill,0,0,85,3,0,3,3.352247426716225
21139,61,Ibrahim Afellay,0,0,546,3,0,21,12.748137897571738
21140,2,Wilfried Zaha,0,0,180,4,0,2,8.469763777280107
21141,7,Lewis Dunk,0,0,630,2,2,16,19.03893550862678
21142,26,Sadio Mané,11,6,1916,4,8,134,147.49507750764383
21143,49,Oliver McBurnie,0,0,123,5,0,10,6.8996018146786895
21144,47,Michel Vorm,0,0,416,1,2,17,20.63129940272053
21145,33,Jonas Lössl,0,1,2970,1,8,115,125.20505861909989
21146,18,Leroy Fer,6,0,1080,3,2,60,67.02958436893688
21147,57,Mohamed Salah,44,19,4480,4,27,440,424.87037608206697
21148,21,Jordan Rhodes,0,0,211,5,0,8,9.178586461799782
21149,29,Jack Cork,0,1,1956,3,2,41,45.13869478941841
21150,38,Leander Dendoncker,2,0,1465,3,3,48,47.88019389870355
21151,15,Moussa Sissoko,0,3,565,3,4,28,29.49690192615262
21152,114,Daniel Amartey,1,1,2798,3,8,81,77.29081396267974
21153,9,Sean Morrison,0,2,810,2,2,23,27.134828809770312
21154,33,Duncan Watmore,0,5,1025,4,2,43,49.24571802021832
21155,53,Adam Lallana,8,7,2339,4,9,140,140.2526854984257
21156,34,Adam Clayton,0,2,2444,3,10,63,76.71287111064159
21157,46,Luke Shaw,0,3,688,2,4,45,37.14306839094316
21158,45,Per Mertesacker,0,0,38,2,0,1,1.0550167239340418
21159,105,César Azpilicueta,3,16,9360,2,43,463,455.92775422040245
21160,55,Jonjoe Kenny,0,2,1602,2,5,51,54.14700922821153
21161,29,Wayne Hennessey,0,0,1800,1,5,67,73.728745069834
21162,41,Dejan Lovren,2,1,2734,2,12,113,117.59831767179905
21163,19,Tomer Hemed,2,2,668,5,3,38,38.219559106901826
21164,73,Nahki Wells,0,0,46,5,0,9,4.878562522975997
21165,71,Eric Bailly,1,0,2967,2,19,153,146.8217291027364
21166,69,Abdoulaye Doucouré,8,3,4052,3,12,159,162.2381000117474
21167,23,Danny Williams,0,0,914,3,0,23,19.770721340827222
21168,54,Aaron Ramsey,4,12,2432,3,11,137,131.40492159803438
21169,67,Sergio Agüero,41,11,4350,5,21,344,344.8163796583856
21170,37,Diogo Jota,9,8,2262,4,10,138,149.02951852990924
21171,70,Chris Brunt,3,10,3854,3,10,162,146.3072686737213
21172,98,Antonio Valencia,4,4,5674,2,30,282,278.2418284333487
21173,12,Philip Billing,0,0,420,3,3,12,15.173813403499882
21174,61,Bruno Saltor Grau,0,1,2633,2,13,115,109.33265016532552
21175,19,Marc Navarro,0,0,83,2,0,1,1.6157330988280005
21176,9,James Maddison,3,2,713,4,2,44,48.73077996152803
21177,41,Ashley Young,0,1,760,2,4,26,32.30192015518672
21178,37,Joe Hart,0,1,1710,1,4,59,68.85834205748513
21179,3,Daniel Sturridge,0,0,67,5,0,3,5.43229143761603
21180,33,Diafra Sakho,1,0,152,5,0,11,12.39476981353748
21181,2,Raúl Jiménez,1,0,180,5,0,8,13.116013691347533
21182,34,Marcos Rojo,1,0,1663,2,8,77,70.68420865836205
21183,84,Leroy Sané,16,25,4490,4,24,312,318.7206213166353
21184,15,Loïc Damour,0,0,21,3,0,2,2.0386595395830476
21185,90,Fraser Forster,0,0,5220,1,18,207,217.0505294949014
21186,12,Mile Jedinak,0,0,90,3,0,2,3.4550576297154905
21187,46,James Collins,2,0,1892,2,7,77,77.46882715710873
21188,3,Leroy Fer,2,0,247,3,2,20,23.14836643664053
21189,68,Paul Dummett,0,0,2943,2,10,100,94.44665675956456
21190,14,Floyd Ayité,0,0,153,4,0,6,7.708370737048725
21191,27,Scott Dann,3,1,1730,2,2,59,59.96164400747993
21192,34,Gary Madine,0,0,32,5,0,5,4.508344758583306
21193,43,Alex Oxlade-Chamberlain,2,7,1861,3,4,91,81.87114154769621
21194,21,Juan Mata,4,2,985,4,6,66,62.00419347025036
21195,11,Chung-yong Lee,0,1,277,4,2,17,13.431574857328005
21196,35,Jeffrey Schlupp,0,1,869,3,2,34,25.762238865718174
21197,21,Sebastian Prödl,1,2,1645,2,4,55,56.45327294794264
21198,33,Kenneth Zohore,1,1,610,5,1,28,27.62972115045305
21199,38,Jordan Henderson,1,4,2116,3,7,73,76.10060671240315
21200,66,Nemanja Matic,2,1,5153,3,22,142,158.35376859341022
21201,7,Erik Durm,0,0,194,2,0,3,3.094828300969965
21202,64,Shane Long,4,4,2374,5,5,94,98.54226203059146
21203,11,David Silva,0,2,865,4,2,29,33.68598936863826
21204,53,Mason Holgate,0,1,1912,2,7,73,66.06149980109025
21205,35,Adama Diakhaby,0,1,547,5,1,18,21.529601231187527
21206,32,Cédric Soares,0,3,2087,2,8,83,79.61803071872687
21207,49,Ashley Barnes,6,3,2086,5,7,91,94.12613840552571
21208,17,Andy Carroll,1,0,308,5,2,12,16.207890960974673
21209,42,Simon Francis,0,1,3062,2,10,91,98.87797726249225
21210,11,Fernando Llorente,1,1,698,5,1,24,29.812568494276647
21211,23,Jordan Henderson,1,4,1936,3,6,69,70.5806720171745
21212,20,Timothy Fosu-Mensah,0,0,870,2,0,16,13.864551625007962
21213,45,Adam Federici,0,0,180,1,1,8,10.457131166770374
21214,44,Wes Morgan,1,1,2970,2,6,72,83.85183578385885
21215,105,Ashley Young,4,10,5131,2,17,191,224.26539146113748
21216,14,Luciano Vietto,0,4,550,5,0,30,28.883786705651588
21217,43,Gaëtan Bong,0,0,2661,2,6,69,69.80070782000756
21218,18,Wes Morgan,1,1,1620,2,3,42,49.190055270826136
21219,38,Javier Manquillo,0,1,1757,2,4,49,49.611669856538086
21220,24,Pascal Groß,4,5,1817,4,8,105,93.74820249272351
21221,88,Juan Mata,10,9,4015,4,26,225,222.79254861769437
21222,33,Ben Gibson,1,1,2970,2,10,111,104.43573626600748
21223,17,Ryan Fredericks,0,0,287,2,0,2,4.425458437107615
21224,59,Mason Holgate,0,1,2272,2,9,87,81.95442395457188
21225,17,Daniel Sturridge,0,4,389,5,1,24,26.2976455709299
21226,16,David Jones,0,0,86,3,0,1,3.3728078206925467
21227,96,Jeffrey Schlupp,3,4,3669,3,7,139,113.43198058289009
21228,40,Danny Williams,0,0,1115,3,0,28,23.308816350202804
21229,111,Ryan Fraser,15,25,6752,4,17,367,327.16357634490964
21230,65,Jeff Hendrick,4,3,4772,3,18,152,163.0807360173577
21231,54,Florian Lejeune,0,2,2103,2,5,66,62.72785925375079
21232,101,Lewis Cook,0,4,3385,3,7,97,93.29162666923297
21233,35,Ben Davies,0,1,1469,2,8,71,62.68579531893065
21234,70,Ryan Fraser,7,12,3317,4,8,178,175.28568954388743
21235,12,Christopher Schindler,0,0,956,2,4,32,33.42063305521822
21236,6,Fousseni Diabaté,0,0,223,4,0,6,9.675017678132107
21237,36,Sokratis Papastathopoulos,1,2,2108,2,5,63,69.3233555202688
21238,76,Joe Allen,8,9,6069,3,16,227,224.1364345963334
21239,87,César Azpilicueta,3,12,7740,2,36,389,393.71974374102115
21240,56,Michael Carrick,0,0,1601,3,5,42,41.59033679909025
21241,72,Jamie Vardy,30,10,5689,5,15,318,325.6213332545103
21242,23,James Collins,1,0,824,2,2,30,28.487650452819622
21243,16,Isaac Hayden,1,0,1001,3,2,27,31.11624594678132
21244,76,Tom Davies,4,5,3436,3,14,129,140.94503205004492
21245,13,Kevin Wimmer,0,0,180,2,0,0,2.901318535829123
21246,87,Wilfred Ndidi,4,7,7175,3,20,212,232.00004096464522
21247,88,Ashley Westwood,2,9,4207,3,10,154,144.60998521346312
21248,23,Oscar dos Santos Emboaba Junior,0,1,455,4,1,17,19.239308529554066
21249,42,Alex Pritchard,2,2,2425,4,8,85,79.06491958722903
21250,10,Ron-Robert Zieler,0,0,214,1,1,8,11.02854235757267
21251,18,Cheikhou Kouyaté,0,1,1440,3,5,39,42.52505802094747
21252,41,Isaac Hayden,1,0,1385,3,3,39,39.888401643768916
21253,16,Rudy Gestede,1,0,461,5,1,20,20.1071324034407
21254,51,Will Hughes,3,4,1996,3,8,88,89.50991377060798
21255,22,Jérémy Pied,0,0,12,2,0,1,0.7422988499304086
21256,48,Matt Ritchie,3,8,3513,3,12,137,138.1750155700857
21257,4,Adlène Guédioura,0,1,204,3,0,7,9.422540077306905
21258,84,Manuel Lanzini,13,10,4747,4,15,239,235.77271328384404
21259,84,Shane Long,5,4,3175,5,7,120,123.7080307855051
21260,45,Jack Simpson,0,0,71,2,0,1,1.4638670149788542
21261,45,Adrian Mariappa,0,0,1012,2,1,20,20.965751428002292
21262,6,Karlan Grant,0,1,239,5,1,10,13.561827870251449
21263,8,Joshua King,2,1,491,5,1,28,29.308177429804218
21264,23,Sebastian Prödl,1,2,1825,2,4,57,59.71932154675754
21265,32,Will Keane,0,0,280,5,1,8,10.847553565702938
21266,42,John Stones,0,0,2259,2,6,74,64.41897848289643
21267,11,Ander Herrera,0,0,564,3,2,11,16.114361306576512
21268,11,Joe Bennett,0,1,810,2,2,24,24.272527878849914
21269,12,Michael Carrick,0,0,193,3,0,5,5.575267680712216
21270,16,Cyrus Christie,0,0,755,2,0,9,11.922491987752878
21271,1,Oumar Niasse,0,0,9,5,0,1,3.898273025276154
21272,44,James Collins,2,0,1892,2,7,77,77.46882715710873
21273,50,Martin Dubravka,0,0,4410,1,14,178,181.89125521352832
21274,21,Joel Ward,0,1,1887,2,1,36,37.11408765181524
21275,48,Alexandre Lacazette,18,9,2912,5,12,190,193.4474388440333
21276,42,Craig Dawson,4,0,3636,2,8,118,121.3531578199749
21277,19,Mohamed Elyounoussi,0,0,547,4,4,21,15.481807586422107
21278,82,Jordan Henderson,2,5,4528,3,22,157,168.62500495992117
21279,16,George Honeyman,0,0,90,4,0,1,5.918528204975949
21280,101,Wilfried Zaha,20,23,7451,4,24,352,360.98388476273317
21281,109,Fabian Delph,2,3,2686,3,9,97,93.62546325486555
21282,18,Erik Durm,0,1,874,2,1,25,20.812713778109824
21283,35,Ashley Fletcher,0,0,324,5,0,14,12.059163920564586
21284,16,Joe Allen,4,3,1192,3,4,65,68.51949796296957
21285,75,Jeff Hendrick,4,3,5161,3,19,166,170.56834084297236
21286,60,Kristoffer Nordfeldt,0,0,90,1,0,3,2.2528513796398038
21287,24,Danny Simpson,0,1,1839,2,5,45,55.56983484497384
21288,51,Alberto Moreno,0,2,1295,2,4,52,44.24499654378779
21289,22,Georginio Wijnaldum,2,3,1628,3,5,64,65.820395854295
21290,62,James Tomkins,4,0,3196,2,10,119,127.72928654591372
21291,58,Abdoulaye Doucouré,7,1,3062,3,9,121,125.7290451275701
21292,9,Shkodran Mustafi,0,0,810,2,3,30,26.49342974583142
21293,25,Ashley Fletcher,0,0,322,5,0,13,12.008607376009635
21294,9,Erik Durm,0,0,374,2,0,7,5.732995532781253
21295,37,Steve Cook,2,0,3330,2,10,110,113.18567094841494
21296,95,Wes Morgan,1,1,6547,2,15,163,163.0021438028673
21297,69,Virgil van Dijk,1,0,3475,2,11,125,112.83262265751925
21298,38,Juan Mata,6,3,1614,4,10,102,98.14703712779799
21299,103,Marc Albrighton,6,16,6245,3,19,254,230.48892555029988
21300,6,Danny Ings,3,0,352,5,1,25,27.040051553700565
21301,98,Jeff Hendrick,5,5,6176,3,20,207,200.95599321026202
21302,45,Antonio Valencia,2,3,3113,2,18,167,158.3967154329365
21303,80,David Silva,14,20,5433,4,26,311,307.83644878785003
21304,19,Benik Afobe,2,2,480,5,2,33,32.94147812935931
21305,94,Adam Smith,3,8,6133,2,14,197,196.11308558958967
