,GW,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,fpl_pred
0,45,Sullay Kaikai,0,0,37,4,0,2,4.485401168885758
1,49,Stefano Okaka,5,0,1022,5,2,51,54.80107506498058
2,12,Stuart Armstrong,0,0,224,3,1,10,7.118246923484829
3,43,Sadio Mané,16,7,2531,4,10,176,196.8965699902852
4,51,José Holebas,2,7,3809,2,9,117,126.19028431357535
5,38,Kepa Arrizabalaga,0,0,3240,1,14,142,146.81111579685827
6,22,Karl Darlow,0,0,540,1,2,25,21.15772050258828
7,46,James McCarthy,1,1,613,3,0,23,24.550570887440244
8,33,David Silva,2,9,2452,4,9,108,113.24749206189182
9,26,Matt Targett,0,0,283,2,0,6,3.6594306444894222
10,18,Luka Milivojevic,2,0,1402,3,5,46,52.485681857595246
11,87,Ainsley Maitland-Niles,1,0,1341,3,3,44,39.90578493045655
12,99,Christian Eriksen,23,38,7797,4,37,506,512.8658935007068
13,33,Henrikh Mkhitaryan,4,1,1157,4,9,66,57.25152141223529
14,18,James Maddison,5,3,1307,4,5,74,79.78624944425887
15,6,Jonas Olsson,0,0,180,2,1,6,6.498081199155887
16,34,Dean Marney,1,2,1764,3,5,51,60.391413090556114
17,52,Andy Carroll,7,2,1851,5,6,77,96.0408912715757
18,45,Willy Caballero,0,0,270,1,1,11,9.29289365994438
19,35,Scott McTominay,0,0,526,3,3,16,17.198201922441108
20,31,Phil Bardsley,0,0,1168,2,3,27,34.818983528761315
21,34,Henri Saivet,1,0,83,4,0,8,12.078708468172621
22,8,Scott Dann,2,0,450,2,0,22,16.02448521329629
23,49,Junior Stanislas,8,7,1870,4,5,128,128.04861218829646
24,97,Andrew Surman,2,6,4549,3,11,149,132.94920589706496
25,47,Emre Can,5,4,2969,3,11,123,131.1250276845515
26,99,Dan Gosling,4,2,4233,3,7,133,132.14386560350223
27,39,Leonardo Ulloa,1,0,447,5,2,24,19.658283257774315
28,69,Paul Pogba,8,16,4252,3,22,218,219.19444023216167
29,55,Alfie Mawson,5,0,4230,2,13,155,163.51574786729415
30,74,Calum Chambers,2,1,3114,2,9,106,109.55256459534692
31,20,Scott McTominay,0,0,97,3,1,3,3.833694640986054
32,56,Jonathan Leko,0,1,118,4,0,12,10.581922343224967
33,36,Tom Ince,2,1,2390,4,7,80,68.97926679355807
34,93,Jerome Sinclair,0,0,145,5,0,10,9.138260039403647
35,52,Romelu Lukaku,21,8,3842,5,16,215,246.86744890968654
36,47,Benik Afobe,6,6,1725,5,5,100,99.6944824979224
37,24,Bernd Leno,0,0,1572,1,2,49,39.61331626019022
38,9,Chris Mepham,0,0,551,2,1,14,13.893283572104842
39,19,Jay Fulton,0,0,555,3,2,13,16.37248893847291
40,11,Hal Robson-Kanu,0,1,73,4,0,12,9.24552839466233
41,13,Lukasz Fabianski,0,0,1170,1,2,41,32.84824327915351
42,43,Abdoulaye Doucouré,3,0,1802,3,7,65,71.03814547021749
43,66,Miguel Britos,2,2,2984,2,8,91,103.84964757839137
44,79,James McCarthy,1,1,817,3,0,29,28.808125108485328
45,28,Fernando Llorente,11,2,1823,5,3,105,103.22541987209038
46,11,Christian Kabasele,0,0,61,2,0,2,-0.8821558983826714
47,10,Idrissa Gueye,0,1,882,3,3,22,29.11963785227745
48,66,Willian Borges Da Silva,13,10,2855,4,15,219,193.9890286511197
49,48,Karl Darlow,0,0,900,1,2,33,28.092689135088285
50,35,Anthony Knockaert,3,1,2145,4,10,81,70.52999440351425
51,68,Joel Ward,0,2,4721,2,9,114,110.60309233746804
52,61,Kieran Trippier,0,9,1741,2,8,118,111.53751718308689
53,37,Phil Bardsley,0,0,1168,2,3,27,34.818983528761315
54,8,Sergio Agüero,5,0,474,5,0,38,38.37739238589157
55,55,Sofiane Boufal,3,2,1896,4,3,79,75.12737527093553
56,5,Enner Valencia,0,1,236,5,1,9,14.370092205539923
57,23,Lucas Digne,3,3,1789,2,5,86,78.25830094261009
58,54,N'Golo Kanté,2,2,4294,3,19,128,137.35441235692153
59,14,Jacob Murphy,0,0,326,4,0,12,12.305970192825527
60,29,Connor Goldson,0,0,180,2,1,5,6.498081199155887
61,31,Cyrus Christie,0,0,1510,2,2,28,33.86759098573646
62,7,Kadeem Harris,1,0,36,3,0,8,6.885298332748015
63,5,Rob Holding,0,0,270,2,1,7,8.408070818388595
64,20,Adam Smith,1,3,1571,2,4,53,59.64792349474614
65,17,Christopher Schindler,0,2,1406,2,5,50,55.59655435701635
66,12,Craig Gardner,0,1,204,3,1,13,10.261781896492533
67,69,Gabriel Fernando de Jesus,19,9,2542,5,10,193,189.18605246957847
68,31,Nicolás Otamendi,0,2,1962,2,5,64,62.34090109184115
69,40,Tom Carroll,1,2,1569,3,6,57,59.19172819774374
70,36,Tammy Abraham,5,3,1654,5,4,84,82.38426434931802
71,52,Mohamed Salah,39,16,4095,4,24,389,426.3633937245638
72,36,Yoshinori Muto,1,0,489,5,1,22,21.63508004864127
73,33,Michael Keane,2,1,2970,2,9,104,108.38459965278167
74,10,Viktor Fischer,0,1,137,4,0,8,11.139110868343643
75,7,Harry Winks,0,0,6,3,0,2,0.19157701916058834
76,22,Gylfi Sigurdsson,6,6,1887,4,2,101,110.94820326574367
77,40,Wayne Routledge,3,2,2025,4,6,78,76.80124374520253
78,14,Lee Peltier,0,0,160,2,0,1,1.2000603942857895
79,89,Luka Milivojevic,24,4,7543,3,25,349,341.75525800906485
80,56,Ashley Westwood,0,1,1926,3,4,55,48.33403622199204
81,6,Jesús Navas,0,1,110,2,0,7,3.282808132275841
82,16,Adam Clayton,0,0,1081,3,4,25,30.364674230322763
83,83,Ryan Bertrand,3,10,6272,2,22,248,272.0925193277442
84,22,James McArthur,5,2,1408,3,1,70,68.68085246262743
85,89,Ashley Young,2,9,4014,2,14,143,180.73096212503398
86,36,Federico Fernández,0,1,2250,2,5,56,61.895598775655884
87,10,Jordon Ibe,0,0,620,4,3,19,15.38790071097175
88,76,David Ospina,0,0,523,1,2,21,20.812622046451246
89,113,Gary Cahill,6,0,5400,2,26,254,249.47994110517604
90,6,James Husband,0,0,58,2,0,0,-0.9466716632449943
91,98,Joshua King,29,9,6749,5,21,359,356.04359416773536
92,26,Yannick Bolasie,1,4,1048,4,3,45,51.815702702056086
93,14,Philip Billing,0,0,420,3,3,12,14.71985055382261
94,25,Abdoulaye Doucouré,0,0,418,3,1,11,11.805205844354775
95,32,Phil Bardsley,0,0,1168,2,3,27,34.818983528761315
96,22,Will Keane,0,0,280,5,1,8,11.360526197422772
97,27,Simon Mignolet,0,0,1530,1,4,64,53.73743433522996
98,21,James Tarkowski,0,0,122,2,0,7,0.41162292839698544
99,36,Bakary Sako,0,0,112,4,0,6,6.601626124758184
100,27,Leroy Sané,3,3,930,4,4,56,57.09515149929304
101,70,Scott Dann,4,1,3186,2,3,93,118.97329489081022
102,8,George Boyd,0,0,710,3,2,18,19.7120825776846
103,42,Matteo Darmian,0,0,1423,2,9,71,68.81710717053045
104,25,Jerome Sinclair,0,0,116,5,0,6,8.492775050464516
105,15,Rudy Gestede,1,0,453,5,1,19,20.795128292597354
106,33,Craig Dawson,3,0,2826,2,6,90,95.59119817601517
107,107,Ander Herrera,3,11,4992,3,23,201,195.27580773207384
108,36,Steven Pienaar,0,0,802,4,2,15,20.96881019926843
109,16,Joe Bryan,0,0,418,2,0,6,6.198955530256477
110,27,Victor Lindelöf,0,0,743,2,3,27,27.540813333781053
111,10,Sam Byram,0,0,264,2,1,7,8.28297017503796
112,28,Paul Robinson,0,0,270,1,0,5,2.1625270411861095
113,10,Paul Dummett,0,0,7,2,0,1,-2.055997402100054
114,72,Ben Davies,3,10,3882,2,18,221,202.5809615462069
115,33,Axel Tuanzebe,0,0,304,2,2,15,13.860386181444511
116,14,Joleon Lescott,0,0,34,2,0,1,-1.4657636790160966
117,46,Jordan Pickford,0,0,4140,1,11,165,148.955525840038
118,77,Mesut Özil,12,20,5092,4,20,281,274.64351093373784
119,34,Jack Wilshere,0,3,1950,3,5,61,61.12051442096448
120,77,Martin Kelly,0,2,3317,2,6,80,77.65769326765908
121,47,Scott McTominay,0,0,740,3,5,25,25.260173431921828
122,19,Danny Ings,7,1,1015,5,3,67,65.81639281416783
123,59,Robert Snodgrass,7,6,2548,4,3,133,132.65705459444897
124,110,John Stones,0,0,5068,2,22,210,195.32787488471942
125,32,Isaac Mbenza,0,1,586,4,0,24,23.12242253256163
126,46,Benjamin Mendy,0,6,810,2,4,57,60.23187146459732
127,39,Karl Darlow,0,0,900,1,2,33,28.092689135088285
128,62,Wilfried Zaha,11,14,4625,4,13,217,230.47354680041096
129,21,Francis Coquelin,0,1,1191,3,3,34,35.13930582142525
130,28,Abdelhamid Sabiri,0,1,217,4,1,10,12.070990194892259
131,69,Mousa Dembélé,1,2,3691,3,17,121,114.30416871369718
132,34,Jesse Lingard,1,2,1225,4,7,53,42.357433571424735
133,38,Victor Moses,3,3,2485,4,17,105,90.84848504664868
134,89,Toby Alderweireld,1,0,4848,2,24,205,202.6518632511904
135,59,Nathaniel Clyne,0,2,3323,2,12,129,121.43916894487799
136,84,Danny Simpson,0,3,5294,2,14,140,145.80508540964976
137,16,Tom Heaton,0,0,1260,1,3,65,41.77653521387321
138,26,Adam Federici,0,0,180,1,1,8,7.530190379419951
139,93,Luke Shaw,1,5,2536,2,12,124,125.44050621307193
140,100,Divock Origi,9,5,1762,5,9,122,111.52183726006487
141,19,Wayne Routledge,2,1,1144,4,3,44,47.46130020640158
142,70,Joshua King,21,7,4695,5,15,264,258.69399862843784
143,31,Matty James,0,0,991,3,4,26,28.652750257317983
144,59,Ayoze Pérez,10,7,3976,5,13,178,188.36397725143385
145,23,Odion Ighalo,1,1,1291,5,2,39,42.296036910775214
146,90,Michail Antonio,12,12,4303,4,16,218,226.7975020510032
147,32,Nathan Dyer,0,1,214,4,0,12,13.354145659212513
148,17,Mohamed Diamé,0,0,375,3,0,15,9.388426596730604
149,66,Florian Lejeune,0,2,2733,2,8,91,88.97395059368924
150,43,Benik Afobe,6,5,1612,5,5,93,93.73696786221191
151,20,Erik Durm,0,1,1054,2,1,28,24.308228622019456
152,20,Andreas Christensen,0,0,1133,2,7,58,53.870246622638206
153,19,Martin Dubravka,0,0,1620,1,6,76,68.00796790479748
154,55,Danny Welbeck,5,3,1302,5,6,71,73.31182945026868
155,20,Scott Malone,0,1,591,2,1,21,17.48526709277659
156,45,Jesse Lingard,1,5,1435,4,7,71,61.753072584762236
157,28,Toby Alderweireld,0,0,1701,2,9,73,73.74668984281519
158,25,Darren Fletcher,2,2,2164,3,7,74,78.3584552507005
159,20,Ivan Cavaleiro,3,1,419,4,1,37,36.76711988434941
160,32,Georginio Wijnaldum,5,6,2438,3,6,112,114.36772253578752
161,7,Nathaniel Clyne,0,1,630,2,0,15,12.422013195426771
162,27,Vicente Iborra,1,0,1055,3,2,35,32.997107810923815
163,4,Troy Deeney,1,1,347,5,0,13,21.904857679158866
164,47,Kieran Trippier,0,9,1201,2,7,99,98.20545374832602
165,36,Leon Britton,0,0,1022,3,4,27,29.25057799189937
166,47,Erik Lamela,1,1,595,4,4,28,25.571651176627427
167,108,Wes Morgan,4,1,6991,2,16,196,226.7643779790594
168,32,Mohamed Salah,29,11,2469,4,12,273,273.4692472740419
169,6,Papy Djilobodji,0,0,450,2,0,6,6.777471068315188
170,71,Matteo Darmian,0,0,1529,2,10,80,75.72075277720035
171,83,Marcos Rojo,1,0,2302,2,11,100,100.91376395476783
172,67,Jordon Ibe,1,6,2636,4,7,103,95.35177386721745
173,48,Jürgen Locadia,3,1,1333,5,4,65,55.97866043044111
174,68,Bruno Martins Indi,1,0,4247,2,12,123,127.29268887810824
175,63,Adrián San Miguel del Castillo,0,0,1710,1,6,72,70.02920533122733
176,6,Mathieu Flamini,0,0,20,3,0,2,0.5689857526072508
177,37,Davy Pröpper,0,4,3028,3,9,85,90.44802421857011
178,54,Jonas Lössl,0,1,4667,1,13,177,170.00708925877254
179,42,Sergio Agüero,22,6,2690,5,10,196,191.4455815580179
180,12,Alfie Mawson,0,0,360,2,2,13,15.05850914069309
181,21,Steven Davis,0,2,1370,3,5,41,46.49995259494683
182,88,Sam McQueen,0,1,758,2,2,37,25.717634179870338
183,17,Jesé Rodríguez Ruiz,1,1,482,5,1,26,25.14944286931444
184,106,Harry Arter,2,4,5755,3,18,153,160.39308702198443
185,25,Romelu Lukaku,16,4,2096,5,8,142,144.42988310097613
186,31,Ciaran Clark,2,1,1745,2,4,64,63.00708561214701
187,108,Oleksandr Zinchenko,0,3,1681,2,12,60,99.61487651406725
188,29,Fabio Pereira da Silva,0,0,1399,2,6,55,54.09802445498264
189,57,Tammy Abraham,5,3,1715,5,4,86,83.82449206209748
190,91,Aaron Cresswell,1,9,5659,2,15,187,182.68087410277687
191,5,Maarten Stekelenburg,0,0,450,1,2,16,19.314540222720037
192,112,Jamie Vardy,51,15,8595,5,25,514,502.49619718590907
193,15,Christian Atsu,1,2,913,4,3,37,39.580703092014915
194,7,Dean Marney,0,1,611,3,2,20,21.66720295630519
195,15,Pierre-Emerick Aubameyang,10,4,1236,5,4,91,92.76575889607221
196,38,Virgil van Dijk,1,0,1852,2,7,75,73.39489493625456
197,19,Raúl Jiménez,5,6,1538,5,6,85,92.50903181379451
198,36,James Tomkins,3,0,1799,2,5,68,75.50824998030185
199,17,Erik Durm,0,1,829,2,1,24,21.23350325166172
200,66,Kyle Naughton,1,2,5040,2,16,167,168.72742773949832
201,15,Rachid Ghezzal,1,0,400,4,1,18,19.651281247333138
202,5,Joe Ralls,0,0,450,3,2,12,13.970454633492132
203,16,Isaac Mbenza,0,0,209,4,0,10,9.247750270146327
204,1,Joe Allen,0,0,13,3,0,1,0.38055983835879914
205,12,Steven Davis,0,1,1056,3,4,30,34.28555014608543
206,72,Cédric Soares,0,5,4949,2,17,174,184.4350409874721
207,42,Romelu Lukaku,19,7,3159,5,15,185,206.82024207706647
208,25,Tim Ream,0,0,1075,2,2,23,27.921634785669752
209,50,Ryan Fraser,3,9,2034,4,7,108,110.84512325388624
210,113,Scott Dann,4,2,3847,2,5,116,138.53728273885517
211,42,Abdoulaye Doucouré,3,0,1712,3,7,64,69.70651242337519
212,49,Glen Johnson,0,0,2106,2,6,57,64.10769957974227
213,57,Charlie Daniels,5,4,4645,2,14,191,184.7424382576032
214,63,Antonio Rüdiger,3,2,4474,2,22,208,211.76185160441284
215,31,Tom Heaton,0,0,2520,1,8,127,99.22413280769251
216,21,Andros Townsend,1,3,1372,4,2,54,55.69512425769581
217,24,Craig Cathcart,0,0,681,2,0,9,10.71830075669213
218,28,Tom Heaton,0,0,2250,1,6,109,80.78704952382616
219,39,Simon Mignolet,0,0,2610,1,9,110,107.17235631486707
220,98,Dan Gosling,4,2,4143,3,6,130,138.04847706869336
221,10,Ryan Bertrand,0,1,437,2,3,25,24.392088631410502
222,24,Michael Carrick,0,0,823,3,3,22,23.646635366556897
223,105,Kasper Schmeichel,0,0,8241,1,23,320,323.9428066458811
224,68,Nampalys Mendy,0,0,269,3,1,6,8.241732633007747
225,111,John Stones,0,0,5068,2,22,210,195.32787488471942
226,32,Michael Carrick,0,0,1168,3,4,32,31.949774500456883
227,17,Mikel Merino,1,1,968,3,2,35,35.667228815181154
228,15,Darren Fletcher,1,1,1264,3,5,42,47.25744483081529
229,9,Willy Caballero,0,0,270,1,0,6,2.1625270411861095
230,105,James Ward-Prowse,12,9,4788,3,13,239,227.28003271549935
231,51,Jamaal Lascelles,3,0,3737,2,12,147,138.57541771483884
232,87,Nathan Redmond,8,4,5808,4,23,224,211.65838675731513
233,37,Mike van der Hoorn,1,0,662,2,1,16,20.99484102820691
234,65,Mathew Ryan,0,0,5490,1,14,217,194.7272393051778
235,52,Mathew Ryan,0,0,4680,1,13,198,172.80630019397242
236,42,Fraser Forster,0,0,3780,1,16,155,171.0372055559055
237,60,Matteo Darmian,0,0,1528,2,10,79,75.7051864533638
238,26,Marcin Wasilewski,0,0,90,2,0,1,-0.26277906506686755
239,2,Simon Francis,0,0,180,2,0,3,1.609594194416264
240,71,Benjamin Mendy,0,7,1260,2,6,79,82.37083403598993
241,85,Jeff Hendrick,5,3,5592,3,19,180,179.67014991564585
242,16,Claudio Bravo,0,0,1350,1,4,54,50.27807464234725
243,89,Victor Wanyama,5,2,3996,3,15,141,147.0976694987631
244,53,Florian Lejeune,0,2,2103,2,5,66,63.49879884600057
245,26,Loris Karius,0,0,900,1,3,32,34.81252652132631
246,45,Harry Winks,1,1,616,3,1,37,26.429382063005587
247,1,Memphis Depay,0,0,2,5,0,1,5.89482336372614
248,40,Adam Federici,0,0,180,1,1,8,7.530190379419951
249,2,Nicolás Otamendi,0,1,90,2,0,6,2.876025790861646
250,66,Davide Zappacosta,1,1,1105,2,5,60,52.784692951464606
251,41,Robbie Brady,2,7,1996,3,7,95,96.86140999182967
252,3,Liam Rosenior,0,0,45,2,0,1,-1.2271933499130245
253,61,Jonathan Leko,0,1,118,4,0,12,10.581922343224967
254,29,Riyad Mahrez,5,3,2115,4,6,94,98.07622535291694
255,20,Morgan Schneiderlin,0,0,14,3,0,3,0.40751194854065
256,4,John Terry,0,0,360,2,1,10,10.245116717598712
257,48,Elias Kachunga,1,1,1480,4,6,50,43.955281253340246
258,28,Jonathan Walters,2,2,1026,4,5,49,47.48160485879701
259,110,Eden Hazard,44,27,8029,4,40,614,657.6537210419908
260,54,Andros Townsend,3,9,3898,4,9,156,150.20979055021698
261,75,Manuel Lanzini,11,10,4662,4,15,224,216.68441092354553
262,21,Dean Whitehead,0,0,65,3,0,3,1.7669304031430286
263,28,Marc Muniesa,1,0,289,2,2,23,18.87117537038235
264,80,Jesse Lingard,9,9,3377,4,17,194,176.8524169973994
265,16,Arthur Masuaku,0,1,526,2,1,11,16.36117996904436
266,59,Philip Billing,2,0,2505,3,6,74,69.29206682429277
267,3,Bruno Martins Indi,0,0,270,2,0,2,3.406159574310701
268,9,Phil Bardsley,0,0,425,2,2,15,16.418060915441202
269,5,Adam Masina,0,0,6,2,0,1,-2.07798408509023
270,7,Troy Deeney,3,1,617,5,0,30,37.72269797618736
271,66,Andy King,2,1,1980,3,1,65,60.20506979411999
272,43,Karl Darlow,0,0,900,1,2,33,28.092689135088285
273,19,Emerson Palmieri dos Santos,0,1,278,2,1,14,11.666404321530234
274,45,Hugo Lloris,0,0,3634,1,19,172,170.3219203390838
275,45,Mohamed Elneny,0,2,867,3,4,35,34.23891352909536
276,42,Jack Stephens,0,1,1831,2,8,75,74.56314032343293
277,57,Leon Britton,0,0,1432,3,8,41,44.11987369323387
278,36,Ahmed Musa,2,0,748,5,1,38,33.25222480752004
279,41,Miguel Britos,2,2,2483,2,7,81,92.70256950301837
280,65,Matthew Pennington,1,0,180,2,0,9,6.020720415731265
281,63,Dale Stephens,1,3,4654,3,13,123,119.06138959657775
282,15,Kevin McDonald,0,0,614,3,0,10,14.56118035988925
283,3,Sol Bamba,0,0,270,2,2,15,13.121618620273475
284,26,Chris Brunt,3,3,1542,3,3,75,68.64555803987069
285,68,Anthony Martial,13,12,2887,4,17,213,203.7785888103833
286,36,Wilfred Ndidi,2,6,3111,3,8,105,111.96049294544267
287,46,Harry Kane,35,7,3225,5,19,271,251.9002626552162
288,59,Marcos Rojo,1,0,1957,2,8,77,80.30042900069304
289,76,Troy Deeney,15,6,4780,5,12,203,219.47784196904817
290,9,James Ward-Prowse,1,1,104,3,0,15,12.095993240638053
291,64,Scott Arfield,3,4,3417,3,12,124,125.4265021211747
292,55,Jairo Riedewald,0,0,435,2,2,23,16.624112756540647
293,67,André Ayew,9,7,2487,4,8,146,150.19974716611208
294,66,Andreas Christensen,0,0,2337,2,9,87,84.16688686226237
295,102,Christian Kabasele,4,0,4231,2,10,132,142.10143252429472
296,34,Sergio Romero,0,0,90,1,1,7,5.737077635099081
297,59,Daniel Sturridge,5,6,1202,5,6,79,83.29232241970388
298,83,Robert Snodgrass,7,6,2830,4,3,140,141.4865037574987
299,34,Shinji Okazaki,2,1,1386,5,6,53,47.73488191477409
300,10,Erik Pieters,0,0,810,2,2,22,23.696544588479803
301,44,Marc Albrighton,2,7,2836,3,9,108,116.74754291380745
302,87,Adrian Mariappa,0,0,3344,2,9,93,93.85403232164796
303,5,Jérémy Pied,0,0,12,2,0,1,-1.9461986774553628
304,47,Phil Foden,0,1,91,3,0,12,6.112010746955541
305,114,Luke Shaw,1,8,4066,2,17,184,189.9543010543368
306,29,Benik Afobe,4,4,951,5,3,62,61.891490381789765
307,23,Tom Heaton,0,0,1890,1,6,102,73.86832362343816
308,65,Gylfi Sigurdsson,13,7,4425,4,13,215,212.15098414367523
309,22,Tom Huddlestone,0,2,1224,3,2,39,38.38066265329052
310,82,John Stones,0,0,3601,2,14,142,129.13443303170672
311,54,Jonjo Shelvey,1,5,2964,3,9,95,102.05099926123333
312,46,Adam Smith,1,5,3725,2,9,117,114.59418287885748
313,62,Claudio Bravo,0,0,2012,1,6,74,76.31862235598366
314,35,Cristhian Stuani,4,0,1355,5,4,54,58.47642291098488
315,54,Jan Vertonghen,0,1,4303,2,21,180,178.64785809458746
316,88,Andros Townsend,6,16,6686,4,19,268,271.36585883187286
317,40,Phil Jones,0,0,1764,2,7,67,65.14623873182879
318,65,Sergio Romero,0,0,180,1,2,23,13.594233240764268
319,25,Oumar Niasse,1,0,224,5,1,10,15.219515162596085
320,70,Harry Arter,2,4,3915,3,12,111,122.67129095956327
321,84,Demarai Gray,5,7,3170,4,9,157,138.16748283204052
322,33,Sam Baldock,0,0,30,5,0,2,6.5419012375621435
323,53,Aaron Mooy,6,3,4298,3,13,155,151.63349922877316
324,33,Mohamed Diamé,2,0,1595,3,5,61,55.50023470887087
325,32,Jürgen Locadia,1,1,532,5,2,30,25.971831068115
326,51,Kyle Naughton,1,1,3881,2,13,131,135.97622082186965
327,17,Sokratis Papastathopoulos,0,0,848,2,1,14,18.917285191153084
328,22,Virgil van Dijk,1,0,1852,2,7,75,73.39489493625456
329,109,Arthur Masuaku,0,5,4146,2,11,136,126.94184995439784
330,6,Matt Ritchie,0,4,537,3,2,26,31.777543883625057
331,78,Seamus Coleman,4,5,3531,2,14,175,170.43953084850065
332,10,Wayne Routledge,1,0,578,4,2,22,23.0183818675755
333,38,Danilo Luiz da Silva,3,2,1340,2,9,100,91.9495914373891
334,17,Scott Dann,2,1,1170,2,1,36,35.66708169812262
335,19,Ademola Lookman,1,0,289,4,1,16,16.661669577718968
336,107,Jeffrey Schlupp,4,7,4340,3,9,180,143.6391614949773
337,18,Vicente Guaita,0,0,180,1,1,6,7.530190379419951
338,74,Pape Souaré,0,0,270,2,0,6,3.406159574310701
339,19,Davinson Sánchez,0,0,1190,2,6,44,50.30217159516672
340,88,Arthur Masuaku,0,4,3559,2,10,118,114.96573365996525
341,65,Maya Yoshida,3,2,3604,2,12,144,144.05173726032464
342,8,Wes Morgan,1,0,720,2,3,28,32.89935201483759
343,9,Bruno Martins Indi,0,0,810,2,2,24,23.696544588479803
344,26,Ryan Shawcross,1,2,2070,2,5,65,68.94701334114166
345,92,Jonjoe Kenny,0,3,2391,2,6,70,75.77124711562738
346,47,Tom Carroll,1,3,2194,3,9,78,80.55129080142399
347,2,Emre Can,0,0,21,3,0,1,0.5958582141701463
348,80,Steve Cook,5,2,6544,2,16,217,210.4458981559462
349,88,Angelo Ogbonna,1,0,4825,2,11,124,129.3034450598013
350,29,Mamadou Sakho,0,0,360,2,3,26,19.65494509001463
351,41,Leighton Baines,2,5,3089,2,12,144,140.35921826412707
352,14,Leon Britton,0,0,417,3,1,9,11.78209885762607
353,42,Jordan Henderson,1,4,2476,3,9,82,89.96672851145803
354,1,Stephan Lichtsteiner,0,0,55,2,0,1,-1.0112700337961051
355,37,Jan Bednarek,1,0,427,2,2,22,21.825141931854052
356,113,Jerome Sinclair,0,0,145,5,0,10,9.138260039403647
357,33,Kyle Walker,0,6,2611,2,14,139,134.21754035961973
358,38,Dean Whitehead,0,0,68,3,0,4,1.845967637627357
359,57,Kevin Wimmer,0,0,1363,2,1,17,26.42328704379635
360,68,Jordon Mutch,0,0,53,3,0,4,1.449747091501905
361,56,Eric Bailly,1,0,2778,2,19,151,156.88463323188464
362,32,James McArthur,5,2,1687,3,2,80,76.79227505758331
363,3,Gareth McAuley,1,0,270,2,2,20,18.454263475612876
364,19,Andreas Christensen,0,0,1133,2,7,58,53.870246622638206
365,72,Jeffrey Schlupp,0,3,2872,3,6,92,74.26504590053915
366,37,Simon Francis,0,1,2848,2,10,88,99.89896052431206
367,66,Stefano Okaka,5,1,1303,5,3,65,66.24253230496277
368,29,George Honeyman,0,0,235,4,1,7,8.537239776002938
369,38,Mohamed Diamé,2,0,2034,3,6,70,64.0361327989417
370,18,Trent Alexander-Arnold,0,0,1,2,0,1,-2.1880519293428122
371,31,Diogo Jota,6,7,1757,4,7,103,113.74286534738769
372,8,David Silva,0,2,603,4,1,22,26.670604660419237
373,39,Ayoze Pérez,8,6,2566,5,8,126,134.1222160621401
374,96,Alberto Moreno,0,2,1723,2,6,71,65.7704205039789
375,52,Divock Origi,7,4,1478,5,7,97,91.2041906847256
376,26,Tiemoué Bakayoko,2,2,1759,3,9,67,76.04353782268981
377,31,Harrison Reed,0,0,64,3,0,3,1.7405616581981693
378,12,Kasey Palmer,0,0,123,4,1,3,5.474100823596343
379,11,Arouna Koné,0,0,46,5,0,3,6.909031164882819
380,57,Kyle Walker,1,6,4134,2,22,204,206.7150021886275
381,44,Matt Ritchie,3,8,3179,3,11,129,137.35280036459196
382,4,Dwight Gayle,0,0,138,5,0,3,8.983019188327987
383,8,Henrikh Mkhitaryan,0,0,107,4,0,4,6.462455632945449
384,2,Aleksandar Kolarov,0,0,180,2,0,3,1.609594194416264
385,3,Alisson Ramses Becker,0,0,270,1,3,19,20.9707501795469
386,66,Philippe Coutinho,20,15,3337,4,13,274,256.34859010473497
387,28,Angus Gunn,0,0,270,1,2,20,15.52512723146124
388,72,Mario Lemina,2,3,3237,3,8,105,97.71533221478646
389,3,Matt Doherty,0,0,248,2,0,2,2.9739790034279547
390,28,Daniel Ayala,1,0,487,2,2,23,23.06548181931151
391,59,Beni Baningime,0,0,192,3,0,7,5.021968571295588
392,19,Adnan Januzaj,0,1,799,4,1,20,27.06287118561864
393,11,Hamza Choudhury,0,0,7,3,0,1,0.21860861776003482
394,112,Sergio Agüero,61,22,6645,5,37,537,453.6983936307013
395,103,Christian Eriksen,24,39,8157,4,38,526,524.738210124752
396,63,Stephen Ward,2,2,4700,2,15,167,165.40681753634428
397,18,Jake Livermore,1,1,1484,3,2,41,44.65347818423559
398,27,Roberto Pereyra,2,3,1036,3,3,43,52.99322109728493
399,23,Chris Smalling,1,0,677,2,1,26,21.265157301020743
400,23,Jamie Vardy,5,3,1519,5,3,66,77.747792984126
401,15,Steve Mandanda,0,0,810,1,0,19,11.001272621560517
402,76,Ashley Young,2,7,3204,2,13,124,154.1183282745454
403,51,James Tomkins,3,0,2296,2,6,81,88.20461163022527
404,24,Andros Townsend,1,4,1435,4,2,59,61.69798280793273
405,21,Ramadan Sobhi,0,1,200,4,1,13,11.58116419848223
406,11,Evandro Goebel,0,0,308,4,2,11,9.050930592566491
407,20,Eric Bailly,0,0,918,2,3,34,30.74270552441925
408,6,Jonathan Leko,0,1,46,4,0,7,8.432443623083984
409,7,Chris Löwe,0,0,571,2,5,32,33.347780076012626
410,84,Robert Snodgrass,7,6,2837,4,3,140,141.73610162516886
411,25,Jordan Rhodes,0,0,211,5,0,8,10.584495448699684
412,30,Kyle Walker,0,6,2431,2,12,128,122.41187475385178
413,59,Wilfred Ndidi,2,7,4687,3,14,144,152.7437483410233
414,11,Marcus Bettinelli,0,0,630,1,0,15,8.13766236690063
